,syllables,normalized_text,n_syls,n_syls_SonoriPy
0,a cap|pel|la,a cappella,3,
1,a for|ti|o|ri,a fortiori,4,
2,a go|go,a gogo,2,
3,a pos|te|ri|o|ri,a posteriori,5,
4,a pri|o|ri,a priori,3,
5,a tem|po,a tempo,2,
6,a-plen|ty,a-plenty,2,
7,aal|borg,aalborg,2,2.0
8,aal|to,aalto,2,2.0
9,aard|vark,aardvark,2,2.0
10,aard|wolf,aardwolf,2,
11,aar|au,aarau,2,
12,aar|gau,aargau,2,
13,aar|hus,aarhus,2,2.0
14,aar|on,aaron,2,2.0
15,aar|on|it|ic,aaronitic,4,
16,aa|chen,aachen,2,2.0
17,aa|le|sund,aalesund,3,
18,aa|li|i,aalii,3,
19,aa|ron,aaron,2,2.0
20,aa|ron's beard,aaron's beard,2,
21,aa|ron's rod,aaron's rod,2,
22,aa|ron's-beard,aaron's-beard,2,
23,aa|ron|ic,aaronic,3,
24,aa|ron|ite,aaronite,3,
25,aa|ron|i|cal,aaronical,4,
26,ab in|i|ti|o,ab initio,4,
27,ab o|vo,ab ovo,2,
28,abb,abb,1,
29,abbe|vill|i|an,abbevillian,4,
30,abbe|vil|e|an,abbevilean,4,
31,abbr,abbr,1,
32,abbrev,abbrev,1,
33,abd-al-ka|dir,abd-al-kadir,2,
34,abd-al-rah|man,abd-al-rahman,2,
35,abd-el-ka|dir,abd-el-kadir,2,
36,abl,abl,1,
37,abp,abp,1,
38,abr,abr,1,
39,absinth,absinth,1,
40,ab|a,aba,2,3.0
41,ab|ac|ti|nal,abactinal,4,
42,ab|amp,abamp,2,
43,ab|am|pere,abampere,3,
44,ab|ap|tis|ton,abaptiston,4,
45,ab|at|tis,abattis,3,
46,ab|at|toir,abattoir,3,3.0
47,ab|ax|i|al,abaxial,4,
48,ab|a|ca,abaca,3,
49,ab|a|ci,abaci,3,
50,ab|a|cist,abacist,3,
51,ab|a|cis|ci,abacisci,4,
52,ab|a|cis|cus,abaciscus,4,
53,ab|a|co,abaco,3,3.0
54,ab|a|cus,abacus,3,3.0
55,ab|a|cus|es,abacuses,4,
56,ab|a|dan,abadan,3,
57,ab|a|lo|ne,abalone,4,4.0
58,ab|a|ris,abaris,3,
59,ab|a|tis,abatis,3,
60,ab|b,abb,2,
61,ab|ba,abba,2,2.0
62,ab|ba,abba,2,2.0
63,ab|bai,abbai,2,
64,ab|bas|id,abbasid,3,
65,ab|bas|sid,abbassid,3,
66,ab|bas|side,abbasside,3,
67,ab|ba|cy,abbacy,3,
68,ab|ba|tial,abbatial,3,
69,ab|be,abbe,2,2.0
70,ab|bess,abbess,2,
71,ab|bey,abbey,2,2.0
72,ab|bey,abbey,2,2.0
73,ab|bey the|a|tre,abbey theatre,4,
74,ab|bey|stead,abbeystead,3,
75,ab|bey|stede,abbeystede,3,
76,ab|be|ville,abbeville,3,2.0
77,ab|bie,abbie,2,2.0
78,ab|bot,abbot,2,2.0
79,ab|bot,abbot,2,2.0
80,ab|bots|ford,abbotsford,3,
81,ab|bott,abbott,2,2.0
82,ab|bot|cy,abbotcy,3,
83,ab|bot|ship,abbotship,3,
84,ab|boud,abboud,2,2.0
85,ab|bre|vi|ate,abbreviate,4,4.0
86,ab|bre|vi|at|ed,abbreviated,5,5.0
87,ab|bre|vi|at|ing,abbreviating,5,5.0
88,ab|bre|vi|a|tion,abbreviation,5,5.0
89,ab|bre|vi|a|tor,abbreviator,5,
90,ab|by,abby,2,2.0
91,ab|b|,abb,3,
92,ab|b|s,abbs,3,1.0
93,ab|cou|lomb,abcoulomb,3,
94,ab|der|hal|den,abderhalden,4,
95,ab|de|rus,abderus,3,
96,ab|di|as,abdias,3,
97,ab|di|cant,abdicant,3,
98,ab|di|cate,abdicate,3,3.0
99,ab|di|cat|ed,abdicated,4,4.0
100,ab|di|cat|ing,abdicating,4,4.0
101,ab|di|ca|ble,abdicable,4,
102,ab|di|ca|tion,abdication,4,4.0
103,ab|di|ca|tive,abdicative,4,
104,ab|di|ca|tor,abdicator,4,
105,ab|dom|i|nal,abdominal,4,4.0
106,ab|dom|i|nal|ly,abdominally,5,
107,ab|dom|i|nous,abdominous,4,
108,ab|don,abdon,2,
109,ab|do|men,abdomen,3,3.0
110,ab|duce,abduce,2,
111,ab|duced,abduced,2,
112,ab|duct,abduct,2,2.0
113,ab|duc|ing,abducing,3,
114,ab|duc|tion,abduction,3,3.0
115,ab|duc|tor,abductor,3,3.0
116,ab|dul-a|ziz,abdul-aziz,3,
117,ab|dul-ha|mid ii,abdul-hamid ii,3,
118,ab|du|cens,abducens,3,
119,ab|du|cens nerve,abducens nerve,3,
120,ab|du|cent,abducent,3,
121,ab|du|cen|tes,abducentes,4,
122,ab|er|crom|bie,abercrombie,4,4.0
123,ab|er|dare,aberdare,3,
124,ab|er|deen,aberdeen,3,3.0
125,ab|er|deen an|gus,aberdeen angus,4,
126,ab|er|deen|shire,aberdeenshire,4,
127,ab|er|do|ni|an,aberdonian,5,
128,ab|er|neth|y,abernethy,4,4.0
129,ab|er|rance,aberrance,3,
130,ab|er|rant,aberrant,3,3.0
131,ab|er|ran|cy,aberrancy,4,
132,ab|er|ra|tion,aberration,4,4.0
133,ab|er|ra|tion|al,aberrational,5,5.0
134,ab|er|yst|wyth,aberystwyth,4,
135,ab|es|se,abesse,3,
136,ab|es|sive,abessive,3,
137,ab|e|lard,abelard,3,3.0
138,ab|e|o|ku|ta,abeokuta,5,
139,ab|far|ad,abfarad,3,
140,ab|ga|tha,abgatha,3,
141,ab|hen|ry,abhenry,3,
142,ab|hom|i|na|ble,abhominable,5,
143,ab|hor,abhor,2,2.0
144,ab|horred,abhorred,2,2.0
145,ab|hor|rence,abhorrence,3,3.0
146,ab|hor|rent,abhorrent,3,3.0
147,ab|hor|rent|ly,abhorrently,4,
148,ab|hor|rer,abhorrer,3,
149,ab|hor|ring,abhorring,3,
150,ab|ing|don,abingdon,3,3.0
151,ab|ing|ger,abingger,3,
152,ab|ing|ton,abington,3,3.0
153,ab|ir|ri|tant,abirritant,4,
154,ab|ir|ri|tate,abirritate,4,
155,ab|ir|ri|tat|ed,abirritated,5,
156,ab|ir|ri|tat|ing,abirritating,5,
157,ab|ir|ri|ta|tion,abirritation,5,
158,ab|ir|ri|ta|tive,abirritative,5,
159,ab|i|a,abia,3,
160,ab|i|djan,abidjan,3,3.0
161,ab|i|ent,abient,3,
162,ab|i|et|ic ac|id,abietic acid,5,
163,ab|i|e|tate,abietate,4,
164,ab|i|gail,abigail,3,3.0
165,ab|i|gail,abigail,3,3.0
166,ab|i|lene,abilene,3,3.0
167,ab|i|lyne,abilyne,3,
168,ab|i|ot|ro|phy,abiotrophy,5,
169,ab|i|o|troph|ic,abiotrophic,5,
170,ab|i|sag,abisag,3,
171,ab|i|shag,abishag,3,
172,ab|ject,abject,2,2.0
173,ab|ject|ed|ness,abjectedness,4,
174,ab|ject|ly,abjectly,3,
175,ab|ject|ness,abjectness,3,
176,ab|jec|tion,abjection,3,
177,ab|jec|tive,abjective,3,
178,ab|junc|tion,abjunction,3,
179,ab|jure,abjure,2,
180,ab|jured,abjured,2,
181,ab|jur|a|to|ry,abjuratory,5,
182,ab|jur|er,abjurer,3,
183,ab|jur|ing,abjuring,3,
184,ab|ju|ra|tion,abjuration,4,
185,ab|khaz,abkhaz,2,
186,ab|kha|si|a,abkhasia,4,
187,ab|kha|si|an,abkhasian,4,
188,ab|kha|zi|a,abkhazia,4,3.0
189,ab|kha|zi|an,abkhazian,4,4.0
190,ab|lac|tate,ablactate,3,
191,ab|lac|tat|ed,ablactated,4,
192,ab|lac|tat|ing,ablactating,4,
193,ab|lac|ta|tion,ablactation,4,
194,ab|late,ablate,2,2.0
195,ab|lat|ed,ablated,3,
196,ab|lat|ing,ablating,3,
197,ab|laut,ablaut,2,
198,ab|la|tion,ablation,3,3.0
199,ab|la|tive,ablative,3,
200,ab|la|tive ab|so|lute,ablative absolute,5,
201,ab|la|ti|val,ablatival,4,
202,ab|la|tor,ablator,3,
203,ab|le|gate,ablegate,3,
204,ab|lu|ent,abluent,3,
205,ab|lu|tion,ablution,3,3.0
206,ab|lu|tion|ar|y,ablutionary,5,
207,ab|mho,abmho,2,
208,ab|mo|dal|i|ty,abmodality,5,
209,ab|na|ki,abnaki,3,
210,ab|ner,abner,2,2.0
211,ab|ney lev|el,abney level,3,
212,ab|ne|gate,abnegate,3,
213,ab|ne|gat|ed,abnegated,4,
214,ab|ne|gat|ing,abnegating,4,
215,ab|ne|ga|tion,abnegation,4,4.0
216,ab|ne|ga|tor,abnegator,4,
217,ab|nor|mal,abnormal,3,3.0
218,ab|nor|mal psy|chol|o|gy,abnormal psychology,6,
219,ab|nor|mal|cy,abnormalcy,4,
220,ab|nor|mal|ise,abnormalise,4,
221,ab|nor|mal|ised,abnormalised,4,
222,ab|nor|mal|is|ing,abnormalising,5,
223,ab|nor|mal|ize,abnormalize,4,
224,ab|nor|mal|ized,abnormalized,4,
225,ab|nor|mal|iz|ing,abnormalizing,5,
226,ab|nor|mal|i|ty,abnormality,5,5.0
227,ab|nor|mal|ly,abnormally,4,4.0
228,ab|nor|mal|ness,abnormalness,4,
229,ab|nor|mi|ty,abnormity,4,
230,ab|o,abo,2,2.0
231,ab|o,abo,2,2.0
232,ab|ohm,abohm,2,
233,ab|os,abos,2,
234,ab|o|li|tion,abolition,4,4.0
235,ab|o|li|tion|ar|y,abolitionary,6,
236,ab|o|li|tion|ise,abolitionise,5,
237,ab|o|li|tion|ised,abolitionised,5,
238,ab|o|li|tion|ism,abolitionism,5,6.0
239,ab|o|li|tion|ist,abolitionist,5,5.0
240,ab|o|li|tion|is|ing,abolitionising,6,
241,ab|o|li|tion|ize,abolitionize,5,
242,ab|o|li|tion|ized,abolitionized,5,
243,ab|o|li|tion|iz|ing,abolitionizing,6,
244,ab|o|ma|sum,abomasum,4,
245,ab|o|ma|sus,abomasus,4,
246,ab|o|rad,aborad,3,
247,ab|o|ral,aboral,3,
248,ab|o|rig|i|nal,aboriginal,5,5.0
249,ab|o|rig|i|nal,aboriginal,5,5.0
250,ab|o|rig|i|nal|i|ty,aboriginality,7,
251,ab|o|rig|i|nal|ly,aboriginally,6,
252,ab|o|rig|i|ne,aborigine,5,5.0
253,ab|o|rig|i|ne,aborigine,5,5.0
254,ab|ra|ca|dab|ra,abracadabra,5,5.0
255,ab|re|act,abreact,3,
256,ab|re|ac|tion,abreaction,4,
257,ab|ro|gate,abrogate,3,3.0
258,ab|ro|gat|ed,abrogated,4,4.0
259,ab|ro|gat|ing,abrogating,4,4.0
260,ab|ro|ga|ble,abrogable,4,
261,ab|ro|ga|tion,abrogation,4,4.0
262,ab|ro|ga|tive,abrogative,4,
263,ab|ro|ga|tor,abrogator,4,
264,ab|rupt,abrupt,2,2.0
265,ab|rupt|ly,abruptly,3,3.0
266,ab|rupt|ness,abruptness,3,3.0
267,ab|rup|tion,abruption,3,
268,ab|sa|lom,absalom,3,3.0
269,ab|scess,abscess,2,2.0
270,ab|scessed,abscessed,2,
271,ab|scind,abscind,2,
272,ab|scise,abscise,2,
273,ab|scised,abscised,2,
274,ab|scis|ing,abscising,3,
275,ab|scis|sa,abscissa,3,
276,ab|scis|sae,abscissae,3,
277,ab|scis|sas,abscissas,3,
278,ab|scis|sion,abscission,3,
279,ab|scis|sion lay|er,abscission layer,4,
280,ab|scond,abscond,2,2.0
281,ab|scond|er,absconder,3,
282,ab|seil,abseil,2,
283,ab|sence,absence,2,2.0
284,ab|sent,absent,2,2.0
285,ab|sent with|out leave,absent without leave,3,
286,ab|sent-mind|ed,absent-minded,3,
287,ab|sent-mind|ed|ness,absent-mindedness,4,
288,ab|sent|er,absenter,3,
289,ab|sent|ly,absently,3,
290,ab|sent|mind|ed|ly,absentmindedly,5,
291,ab|sent|ness,absentness,3,
292,ab|sen|ta|tion,absentation,4,
293,ab|sen|te re|o,absente reo,4,
294,ab|sen|tee,absentee,3,3.0
295,ab|sen|tee land|lord,absentee landlord,4,
296,ab|sen|tee|ism,absenteeism,4,5.0
297,ab|sen|ti|a,absentia,4,3.0
298,ab|se|con,absecon,3,3.0
299,ab|sinth,absinth,2,
300,ab|sinthe,absinthe,2,2.0
301,ab|sinth|ism,absinthism,3,
302,ab|sin|thi|al,absinthial,4,
303,ab|sin|thi|an,absinthian,4,
304,ab|sit o|men,absit omen,3,
305,ab|solve,absolve,2,2.0
306,ab|solved,absolved,2,2.0
307,ab|solv|a|ble,absolvable,4,
308,ab|solv|er,absolver,3,
309,ab|solv|ing,absolving,3,3.0
310,ab|sol|u|to|ry,absolutory,5,
311,ab|sol|vent,absolvent,3,
312,ab|sorb,absorb,2,2.0
313,ab|sorbed,absorbed,2,2.0
314,ab|sorb|ance,absorbance,3,
315,ab|sorb|a|bil|i|ty,absorbability,6,
316,ab|sorb|a|ble,absorbable,4,
317,ab|sorb|ed|ly,absorbedly,4,
318,ab|sorb|ed|ness,absorbedness,4,
319,ab|sorb|ent,absorbent,3,3.0
320,ab|sorb|ent cot|ton,absorbent cotton,4,
321,ab|sorb|en|cy,absorbency,4,4.0
322,ab|sorb|er,absorber,3,3.0
323,ab|sorb|ing,absorbing,3,3.0
324,ab|sorb|ing|ly,absorbingly,4,
325,ab|sorp|tance,absorptance,3,
326,ab|sorp|tion,absorption,3,3.0
327,ab|sorp|tion fac|tor,absorption factor,4,
328,ab|sorp|tion spec|trum,absorption spectrum,4,
329,ab|sorp|tive,absorptive,3,
330,ab|sorp|tive|ness,absorptiveness,4,
331,ab|sorp|tiv|i|ty,absorptivity,5,
332,ab|sorp|ti|om|e|ter,absorptiometer,6,
333,ab|sorp|ti|o|met|ric,absorptiometric,6,
334,ab|sor|be|fa|cient,absorbefacient,5,
335,ab|so|lute,absolute,3,3.0
336,ab|so|lute,absolute,3,3.0
337,ab|so|lute al|co|hol,absolute alcohol,5,
338,ab|so|lute ceil|ing,absolute ceiling,4,
339,ab|so|lute hu|mid|i|ty,absolute humidity,6,
340,ab|so|lute mag|ni|tude,absolute magnitude,5,
341,ab|so|lute ma|jor|i|ty,absolute majority,6,
342,ab|so|lute mon|ar|chy,absolute monarchy,5,
343,ab|so|lute mu|sic,absolute music,4,
344,ab|so|lute pitch,absolute pitch,3,
345,ab|so|lute tem|per|a|ture,absolute temperature,6,
346,ab|so|lute u|nit,absolute unit,4,
347,ab|so|lute val|ue,absolute value,4,
348,ab|so|lute vis|cos|i|ty,absolute viscosity,6,
349,ab|so|lute ze|ro,absolute zero,4,
350,ab|so|lute|ly,absolutely,4,4.0
351,ab|so|lute|ness,absoluteness,4,4.0
352,ab|so|lut|ism,absolutism,4,5.0
353,ab|so|lut|ist,absolutist,4,4.0
354,ab|so|lu|tion,absolution,4,4.0
355,ab|so|lu|tis|tic,absolutistic,5,
356,ab|so|lu|tis|ti|cal|ly,absolutistically,7,
357,ab|so|nant,absonant,3,
358,ab|squat|u|late,absquatulate,4,
359,ab|stain,abstain,2,2.0
360,ab|stain|er,abstainer,3,
361,ab|sten|tion,abstention,3,3.0
362,ab|sten|tious,abstentious,3,
363,ab|sterge,absterge,2,
364,ab|sterged,absterged,2,
365,ab|sterg|ing,absterging,3,
366,ab|ster|gent,abstergent,3,
367,ab|ster|sion,abstersion,3,
368,ab|ster|sive,abstersive,3,
369,ab|ster|sive|ness,abstersiveness,4,
370,ab|ste|mi|ous,abstemious,4,
371,ab|ste|mi|ous|ly,abstemiously,5,
372,ab|ste|mi|ous|ness,abstemiousness,5,
373,ab|sti|nence,abstinence,3,3.0
374,ab|sti|nent,abstinent,3,3.0
375,ab|sti|nent|ly,abstinently,4,
376,ab|sti|nen|cy,abstinency,4,
377,ab|stract,abstract,2,2.0
378,ab|stract ex|pres|sion|ism,abstract expressionism,5,
379,ab|stract noun,abstract noun,2,
380,ab|stract of ti|tle,abstract of title,3,
381,ab|stract|ed,abstracted,3,3.0
382,ab|stract|ed|ly,abstractedly,4,
383,ab|stract|ed|ness,abstractedness,4,
384,ab|stract|er,abstracter,3,
385,ab|stract|ly,abstractly,3,
386,ab|stract|ness,abstractness,3,
387,ab|strac|tion,abstraction,3,3.0
388,ab|strac|tion|al,abstractional,4,
389,ab|strac|tion|ism,abstractionism,4,
390,ab|strac|tion|ist,abstractionist,4,
391,ab|strac|tive,abstractive,3,
392,ab|strac|tive|ly,abstractively,4,
393,ab|strac|tive|ness,abstractiveness,4,
394,ab|stric|tion,abstriction,3,
395,ab|struse,abstruse,2,2.0
396,ab|struse|ly,abstrusely,3,
397,ab|struse|ness,abstruseness,3,
398,ab|stru|si|ty,abstrusity,4,
399,ab|surd,absurd,2,2.0
400,ab|surd|i|ty,absurdity,4,4.0
401,ab|surd|ly,absurdly,3,3.0
402,ab|surd|ness,absurdness,3,
403,ab|syr|tus,absyrtus,3,
404,ab|u dha|bi,abu dhabi,3,
405,ab|u sim|bel,abu simbel,3,
406,ab|volt,abvolt,2,
407,ab|watt,abwatt,2,
408,ab|ys|sin|i|a,abyssinia,5,4.0
409,ab|ys|sin|i|an,abyssinian,5,4.0
410,ab|ys|sin|i|an cat,abyssinian cat,5,
411,ab|y|la,abyla,3,
412,ab|||lard,ablard,4,
413,ac-glob|u|lin,ac-globulin,3,
414,ace,ace,1,1.0
415,ace|y-deuc|y,acey-deucy,3,
416,ache,ache,1,1.0
417,ach|ae|men|i|dae,achaemenidae,5,
418,ach|ae|me|ni|an,achaemenian,5,
419,ach|a|la|sia,achalasia,4,
420,ach|er|on,acheron,3,
421,ach|e|lo|us,achelous,4,
422,ach|e|son,acheson,3,3.0
423,ach|ill,achill,2,2.0
424,ach|ill is|land,achill island,3,
425,ach|il|le|an,achillean,4,
426,ach|ing,aching,2,2.0
427,ach|ing|ly,achingly,3,3.0
428,ach|kan,achkan,2,
429,ach|la|myd|e|ous,achlamydeous,5,
430,ach|med,achmed,2,2.0
431,ach|o|lu|ric,acholuric,4,
432,ach|o|lu|ri|a,acholuria,5,
433,ach|ro|ite,achroite,3,
434,ach|ro|mat,achromat,3,
435,ach|ro|mate,achromate,3,
436,ach|ro|mat|ic,achromatic,4,
437,ach|ro|mat|ic col|or,achromatic color,5,
438,ach|ro|mat|ic lens,achromatic lens,4,
439,ach|ro|mat|i|cal|ly,achromatically,6,
440,ach|ro|ma|tic|i|ty,achromaticity,6,
441,ach|ro|my|cin,achromycin,4,
442,ach|sah,achsah,2,
443,ack-ack,ack-ack,1,
444,ack|ee,ackee,2,
445,ack|er|ley,ackerley,3,3.0
446,ack|ey,ackey,2,
447,ack|ley,ackley,2,2.0
448,ack|ton,ackton,2,
449,acor|a|ble,acorable,3,
450,acpt,acpt,1,
451,act,act,1,1.0
452,act of con|tri|tion,act of contrition,3,
453,actg,actg,1,
454,act|a|bil|i|ty,actability,5,
455,act|a|ble,actable,3,
456,act|ing,acting,2,2.0
457,ac|an|tha|ceous,acanthaceous,4,
458,ac|an|thoc|la|dous,acanthocladous,5,
459,ac|an|thop|ter|yg|i|an,acanthopterygian,7,
460,ac|an|thot|ic,acanthotic,4,
461,ac|an|tho|di|an,acanthodian,5,
462,ac|an|tho|sis,acanthosis,4,
463,ac|au|les|cence,acaulescence,4,
464,ac|au|les|cent,acaulescent,4,
465,ac|a|deme,academe,3,3.0
466,ac|a|dem|ic,academic,4,4.0
467,ac|a|dem|ic dress,academic dress,4,
468,ac|a|dem|i|a,academia,5,5.0
469,ac|a|dem|i|cal,academical,5,
470,ac|a|dem|i|cals,academicals,5,
471,ac|a|dem|i|cal|ly,academically,6,5.0
472,ac|a|dem|i|cism,academicism,5,
473,ac|a|de|mi|a,academia,5,5.0
474,ac|a|de|mus,academus,4,
475,ac|a|jou,acajou,3,
476,ac|a|leph,acaleph,3,
477,ac|a|lephe,acalephe,3,
478,ac|a|mas,acamas,3,
479,ac|a|ri,acari,3,
480,ac|a|rid,acarid,3,
481,ac|a|rine,acarine,3,
482,ac|a|ri|a|sis,acariasis,5,
483,ac|a|roid,acaroid,3,
484,ac|a|roid gum,acaroid gum,3,
485,ac|a|rol|o|gist,acarologist,5,
486,ac|a|rol|o|gy,acarology,5,
487,ac|a|ro|pho|bi|a,acarophobia,6,
488,ac|a|rus,acarus,3,
489,ac|cad,accad,2,
490,ac|ca|di|an,accadian,4,
491,ac|cede,accede,2,2.0
492,ac|ced|ed,acceded,3,3.0
493,ac|ced|ence,accedence,3,
494,ac|ced|er,acceder,3,
495,ac|ced|ing,acceding,3,3.0
496,ac|cel|er|ant,accelerant,4,4.0
497,ac|cel|er|an|do,accelerando,5,
498,ac|cel|er|ate,accelerate,4,4.0
499,ac|cel|er|at|ed,accelerated,5,5.0
500,ac|cel|er|at|ed|ly,acceleratedly,6,
501,ac|cel|er|at|ing,accelerating,5,5.0
502,ac|cel|er|a|ble,accelerable,5,
503,ac|cel|er|a|tion,acceleration,5,5.0
504,ac|cel|er|a|tive,accelerative,5,
505,ac|cel|er|a|tor,accelerator,5,5.0
506,ac|cel|er|a|to|ry,acceleratory,6,
507,ac|cel|er|om|e|ter,accelerometer,6,6.0
508,ac|cent,accent,2,2.0
509,ac|cent|less,accentless,3,
510,ac|cen|tor,accentor,3,
511,ac|cen|tu|al,accentual,4,
512,ac|cen|tu|al|i|ty,accentuality,6,
513,ac|cen|tu|al|ly,accentually,5,
514,ac|cen|tu|ate,accentuate,4,4.0
515,ac|cen|tu|at|ed,accentuated,5,5.0
516,ac|cen|tu|at|ing,accentuating,5,5.0
517,ac|cen|tu|a|ble,accentuable,5,
518,ac|cen|tu|a|tion,accentuation,5,
519,ac|cen|tu|a|tor,accentuator,5,
520,ac|cept,accept,2,2.0
521,ac|cept|ance,acceptance,3,3.0
522,ac|cept|ant,acceptant,3,
523,ac|cept|an|cy,acceptancy,4,
524,ac|cept|a|bil|i|ty,acceptability,6,6.0
525,ac|cept|a|ble,acceptable,4,4.0
526,ac|cept|a|ble|ness,acceptableness,5,
527,ac|cept|a|bly,acceptably,4,4.0
528,ac|cept|ed,accepted,3,3.0
529,ac|cept|ed|ly,acceptedly,4,
530,ac|cept|ee,acceptee,3,
531,ac|cept|er,accepter,3,
532,ac|cep|ta|tion,acceptation,4,
533,ac|cep|tor,acceptor,3,
534,ac|cess,access,2,2.0
535,ac|cess road,access road,2,
536,ac|cess time,access time,2,
537,ac|ces|sa|ri|ly,accessarily,5,
538,ac|ces|sa|ri|ness,accessariness,5,
539,ac|ces|sa|ry,accessary,4,
540,ac|ces|sion,accession,3,3.0
541,ac|ces|sion num|ber,accession number,4,
542,ac|ces|sion|al,accessional,4,
543,ac|ces|si|bil|i|ty,accessibility,6,6.0
544,ac|ces|si|ble,accessible,4,4.0
545,ac|ces|si|bly,accessibly,4,
546,ac|ces|so|rize,accessorize,4,4.0
547,ac|ces|so|rized,accessorized,4,4.0
548,ac|ces|so|riz|ing,accessorizing,5,
549,ac|ces|so|ri|al,accessorial,5,
550,ac|ces|so|ri|i,accessorii,5,
551,ac|ces|so|ri|ly,accessorily,5,
552,ac|ces|so|ri|ness,accessoriness,5,
553,ac|ces|so|ri|us,accessorius,5,
554,ac|ces|so|ry,accessory,4,4.0
555,ac|ces|so|ry fruit,accessory fruit,4,
556,ac|ces|so|ry nerve,accessory nerve,4,
557,ac|ciac|catu|ras,acciaccaturas,4,
558,ac|ciac|ca|tu|ra,acciaccatura,5,
559,ac|ciac|ca|tu|re,acciaccature,5,
560,ac|cip|i|ter,accipiter,4,
561,ac|cip|i|tral,accipitral,4,
562,ac|cip|i|trine,accipitrine,4,
563,ac|ci|dence,accidence,3,
564,ac|ci|dent,accident,3,3.0
565,ac|ci|dent in|sur|ance,accident insurance,5,
566,ac|ci|dent-prone,accident-prone,3,
567,ac|ci|den|tal,accidental,4,4.0
568,ac|ci|den|tal|ism,accidentalism,5,
569,ac|ci|den|tal|ist,accidentalist,5,
570,ac|ci|den|tal|i|ty,accidentality,6,
571,ac|ci|den|tal|ly,accidentally,5,5.0
572,ac|ci|den|tal|ness,accidentalness,5,
573,ac|ci|die,accidie,3,
574,ac|ci|us,accius,3,
575,ac|claim,acclaim,2,2.0
576,ac|claim|er,acclaimer,3,
577,ac|clam|a|to|ry,acclamatory,5,
578,ac|cla|ma|tion,acclamation,4,4.0
579,ac|cliv|i|tous,acclivitous,4,
580,ac|cliv|i|ty,acclivity,4,
581,ac|cli|mate,acclimate,3,3.0
582,ac|cli|mat|a|ble,acclimatable,5,
583,ac|cli|mat|ed,acclimated,4,4.0
584,ac|cli|mat|ing,acclimating,4,
585,ac|cli|ma|tion,acclimation,4,4.0
586,ac|cli|ma|tise,acclimatise,4,
587,ac|cli|ma|tised,acclimatised,4,
588,ac|cli|ma|tis|a|ble,acclimatisable,6,
589,ac|cli|ma|tis|er,acclimatiser,5,
590,ac|cli|ma|tis|ing,acclimatising,5,
591,ac|cli|ma|tize,acclimatize,4,
592,ac|cli|ma|tized,acclimatized,4,
593,ac|cli|ma|tiz|a|ble,acclimatizable,6,
594,ac|cli|ma|tiz|ing,acclimatizing,5,
595,ac|cli|ma|ti|sa|tion,acclimatisation,6,
596,ac|cli|ma|ti|za|tion,acclimatization,6,
597,ac|cli|vous,acclivous,3,
598,ac|compt,accompt,2,
599,ac|com|mo|date,accommodate,4,4.0
600,ac|com|mo|dat|ed,accommodated,5,5.0
601,ac|com|mo|dat|ing,accommodating,5,5.0
602,ac|com|mo|dat|ing|ly,accommodatingly,6,
603,ac|com|mo|da|ble,accommodable,5,
604,ac|com|mo|da|tion,accommodation,5,5.0
605,ac|com|mo|da|tion ad|dress,accommodation address,6,
606,ac|com|mo|da|tion bill,accommodation bill,5,
607,ac|com|mo|da|tion lad|der,accommodation ladder,6,
608,ac|com|mo|da|tion|al,accommodational,6,
609,ac|com|mo|da|tive,accommodative,5,5.0
610,ac|com|mo|da|tive|ness,accommodativeness,6,
611,ac|com|mo|da|tor,accommodator,5,
612,ac|com|pa|nied,accompanied,4,4.0
613,ac|com|pa|nist,accompanist,4,4.0
614,ac|com|pa|ni|er,accompanier,5,
615,ac|com|pa|ni|ment,accompaniment,5,4.0
616,ac|com|pa|ny,accompany,4,4.0
617,ac|com|pa|ny|ing,accompanying,5,5.0
618,ac|com|pa|ny|ist,accompanyist,5,
619,ac|com|plice,accomplice,3,3.0
620,ac|com|plish,accomplish,3,3.0
621,ac|com|plished,accomplished,3,3.0
622,ac|com|plish|a|ble,accomplishable,5,
623,ac|com|plish|er,accomplisher,4,
624,ac|com|plish|ment,accomplishment,4,4.0
625,ac|cord,accord,2,2.0
626,ac|cord|ance,accordance,3,3.0
627,ac|cord|ant,accordant,3,
628,ac|cord|ant|ly,accordantly,4,
629,ac|cord|a|ble,accordable,4,
630,ac|cord|er,accorder,3,
631,ac|cord|ing,according,3,3.0
632,ac|cord|ing|ly,accordingly,4,4.0
633,ac|cor|da|tu|ra,accordatura,5,
634,ac|cor|da|tu|ras,accordaturas,5,
635,ac|cor|da|tu|re,accordature,5,
636,ac|cor|di|on,accordion,4,4.0
637,ac|cor|di|on pleats,accordion pleats,4,
638,ac|cor|di|on|ist,accordionist,5,
639,ac|cost,accost,2,2.0
640,ac|cost|a|ble,accostable,4,
641,ac|cost|ed,accosted,3,3.0
642,ac|coucheuse,accoucheuse,2,
643,ac|couche|ment,accouchement,3,
644,ac|count,account,2,2.0
645,ac|count day,account day,2,
646,ac|count for,account for,2,
647,ac|count pay|a|ble,account payable,4,
648,ac|count re|ceiv|a|ble,account receivable,5,
649,ac|count|ant,accountant,3,3.0
650,ac|count|ant|ship,accountantship,4,
651,ac|count|an|cy,accountancy,4,4.0
652,ac|count|a|bil|i|ty,accountability,6,6.0
653,ac|count|a|ble,accountable,4,4.0
654,ac|count|a|ble|ness,accountableness,5,
655,ac|count|a|bly,accountably,4,
656,ac|count|ing,accounting,3,3.0
