,syllables,normalized_text,n_syls,n_syls_SonoriPy
60915,gen|er|al|i|ty,generality,5,5.0
60916,gen|er|al|i|za|tion,generalization,6,6.0
60917,gen|er|al|ly,generally,4,4.0
60918,gen|er|al|ness,generalness,4,
60919,gen|er|al|ship,generalship,4,4.0
60920,gen|er|ate,generate,3,3.0
60921,gen|er|at|ed,generated,4,4.0
60922,gen|er|at|ing,generating,4,4.0
60923,gen|er|a|bil|i|ty,generability,6,
60924,gen|er|a|ble,generable,4,
60925,gen|er|a|ble|ness,generableness,5,
60926,gen|er|a|tion,generation,4,4.0
60927,gen|er|a|tion gap,generation gap,4,
60928,gen|er|a|tive,generative,4,4.0
60929,gen|er|a|tive gram|mar,generative grammar,5,
60930,gen|er|a|tive se|man|tics,generative semantics,6,
60931,gen|er|a|tive|ly,generatively,5,
60932,gen|er|a|tive|ness,generativeness,5,
60933,gen|er|a|tor,generator,4,4.0
60934,gen|er|a|trix,generatrix,4,
60935,gen|er|a|tri|ces,generatrices,5,
60936,gen|er|os|i|ty,generosity,5,5.0
60937,gen|er|ous,generous,3,3.0
60938,gen|er|ous|ly,generously,4,4.0
60939,gen|er|ous|ness,generousness,4,
60940,gen|et,genet,2,2.0
60941,gen|eth|li|a|cal|ly,genethliacally,6,
60942,gen|e|arch,genearch,3,
60943,gen|e|ra,genera,3,3.0
60944,gen|e|see,genesee,3,3.0
60945,gen|e|se|o,geneseo,4,
60946,gen|e|sis,genesis,3,3.0
60947,gen|e|sis,genesis,3,3.0
60948,gen|e|trix,genetrix,3,
60949,gen|e|tyl|lis,genetyllis,4,
60950,gen|e|vese,genevese,3,
60951,gen|e|vi,genevi,3,
60952,gen|e|vieve,genevieve,3,3.0
60953,gen|ghis khan,genghis khan,2,
60954,gen|ial,genial,2,2.0
60955,gen|ial|ly,genially,3,
60956,gen|ial|ness,genialness,3,
60957,gen|ic,genic,2,
60958,gen|ip,genip,2,
60959,gen|ius,genius,2,2.0
60960,gen|ius|es,geniuses,3,3.0
60961,gen|i|i,genii,3,
60962,gen|i|pap,genipap,3,
60963,gen|i|tal,genital,3,3.0
60964,gen|i|tals,genitals,3,3.0
60965,gen|i|tal|ic,genitalic,4,
60966,gen|i|ta|lia,genitalia,4,4.0
60967,gen|i|ta|li|a,genitalia,5,4.0
60968,gen|i|tive,genitive,3,
60969,gen|i|ti|val,genitival,4,
60970,gen|i|ti|val|ly,genitivally,5,
60971,gen|i|tor,genitor,3,
60972,gen|i|to|u|ri|nar|y,genitourinary,7,
60973,gen|i|trix,genitrix,3,
60974,gen|i|ture,geniture,3,
60975,gen|na|ro,gennaro,3,3.0
60976,gen|net,gennet,2,
60977,gen|o|a,genoa,3,3.0
60978,gen|o|a,genoa,3,3.0
60979,gen|o|a cake,genoa cake,3,
60980,gen|o|cide,genocide,3,3.0
60981,gen|o|cid|al,genocidal,4,4.0
60982,gen|o|ese,genoese,3,2.0
60983,gen|o|type,genotype,3,3.0
60984,gen|o|typ|ic,genotypic,4,
60985,gen|o|typ|i|cal|ly,genotypically,6,
60986,gen|o|vese,genovese,3,3.0
60987,gen|o|ve|va,genoveva,4,
60988,gen|re,genre,2,2.0
60989,gen|ro,genro,2,
60990,gen|seng,genseng,2,
60991,gen|ser|ic,genseric,3,
60992,gen|teel,genteel,2,2.0
60993,gen|teel|ism,genteelism,3,
60994,gen|teel|ly,genteelly,3,
60995,gen|teel|ness,genteelness,3,
60996,gen|tes,gentes,2,
60997,gen|tian,gentian,2,2.0
60998,gen|tian blue,gentian blue,2,
60999,gen|tian vi|o|let,gentian violet,4,
61000,gen|tian|el|la,gentianella,4,
61001,gen|tian|in,gentianin,3,
61002,gen|til,gentil,2,
61003,gen|tile,gentile,2,2.0
61004,gen|tile,gentile,2,2.0
61005,gen|til|ism,gentilism,3,
61006,gen|til|i|ty,gentility,4,4.0
61007,gen|ti|a|na|ceous,gentianaceous,5,
61008,gen|ti|le,gentile,3,2.0
61009,gen|ti|lesse,gentilesse,3,
61010,gen|ti|sate,gentisate,3,
61011,gen|ti|sin,gentisin,3,
61012,gen|tle,gentle,2,2.0
61013,gen|tle breeze,gentle breeze,2,
61014,gen|tle-voiced,gentle-voiced,2,
61015,gen|tle|folk,gentlefolk,3,
61016,gen|tle|folks,gentlefolks,3,
61017,gen|tle|hood,gentlehood,3,
61018,gen|tle|man,gentleman,3,3.0
61019,gen|tle|man's a|gree|ment,gentleman's agreement,5,
61020,gen|tle|man-at-arms,gentleman-at-arms,3,
61021,gen|tle|man-com|mon|er,gentleman-commoner,5,
61022,gen|tle|man-farm|er,gentleman-farmer,4,
61023,gen|tle|man-pen|sion|er,gentleman-pensioner,5,
61024,gen|tle|man|like,gentlemanlike,4,
61025,gen|tle|man|li|ness,gentlemanliness,5,
61026,gen|tle|man|ly,gentlemanly,4,4.0
61027,gen|tle|men's a|gree|ment,gentlemen's agreement,5,
61028,gen|tle|men-at-arms,gentlemen-at-arms,3,
61029,gen|tle|men-com|mon|ers,gentlemen-commoners,5,
61030,gen|tle|men-farm|ers,gentlemen-farmers,4,
61031,gen|tle|men-pen|sion|ers,gentlemen-pensioners,5,
61032,gen|tle|ness,gentleness,3,3.0
61033,gen|tle|wom|an,gentlewoman,4,4.0
61034,gen|tle|wom|an|ly,gentlewomanly,5,
61035,gen|tle|wom|en,gentlewomen,4,4.0
61036,gen|tly,gently,2,2.0
61037,gen|too,gentoo,2,
61038,gen|tri|fi|ca|tion,gentrification,5,5.0
61039,gen|try,gentry,2,2.0
61040,gen|try,gentry,2,2.0
61041,gen|ty,genty,2,
61042,gen|u,genu,2,
61043,gen|u|flect,genuflect,3,
61044,gen|u|flec|tion,genuflection,4,
61045,gen|u|flec|tor,genuflector,4,
61046,gen|u|flex|ion,genuflexion,4,
61047,gen|u|ine,genuine,3,3.0
61048,gen|u|ine|ly,genuinely,4,4.0
61049,gen|u|ine|ness,genuineness,4,4.0
61050,gen|u|pec|tor|al,genupectoral,5,
61051,geod,geod,1,
61052,geof|frey,geoffrey,2,2.0
61053,geof|frey of mon|mouth,geoffrey of monmouth,3,
61054,geog,geog,1,
61055,geol,geol,1,
61056,geom,geom,1,
61057,george,george,1,1.0
61058,george|town,georgetown,2,2.0
61059,georg|ann,georgann,2,2.0
61060,geor|die,geordie,2,3.0
61061,geor|gene,georgene,2,2.0
61062,geor|ges|man,georgesman,3,
61063,geor|gette,georgette,2,2.0
61064,geor|gette,georgette,2,2.0
61065,geor|gette crepe,georgette crepe,2,
61066,geor|gia,georgia,2,2.0
61067,geor|gian,georgian,2,2.0
61068,geor|gian bay,georgian bay,2,
61069,geor|gic,georgic,2,
61070,geor|gics,georgics,2,
61071,geor|gine,georgine,2,2.0
61072,geor|gi|an|a,georgiana,4,4.0
61073,geor|gi|na,georgina,3,3.0
61074,geor|gi|us,georgius,3,
61075,ger,ger,1,
61076,ger,ger,1,
61077,gerd,gerd,1,1.0
61078,germ,germ,1,1.0
61079,germ lay|er,germ layer,2,
61080,germ the|o|ry,germ theory,3,
61081,germ war|fare,germ warfare,2,
61082,germ|free,germfree,2,
61083,germ|less,germless,2,
61084,germ|like,germlike,2,
61085,germ|proof,germproof,2,
61086,gers,gers,1,
61087,gersh|win,gershwin,2,2.0
61088,gers|dorff|ite,gersdorffite,3,
61089,gert,gert,1,1.0
61090,ger|ald,gerald,2,2.0
61091,ger|ald|ton,geraldton,3,
61092,ger|al|dine,geraldine,3,3.0
61093,ger|a|tol|o|gy,geratology,5,
61094,ger|a|to|log|ic,geratologic,5,
61095,ger|bil,gerbil,2,2.0
61096,ger|bille,gerbille,2,
61097,ger|da,gerda,2,2.0
61098,ger|die,gerdie,2,
61099,ger|dye,gerdye,2,
61100,ger|ent,gerent,2,
61101,ger|e|nuk,gerenuk,3,
61102,ger|fal|con,gerfalcon,3,
61103,ger|hard,gerhard,2,2.0
61104,ger|hart,gerhart,2,2.0
61105,ger|har|dus,gerhardus,3,
61106,ger|i|at|ric,geriatric,4,4.0
61107,ger|i|at|rics,geriatrics,4,4.0
61108,ger|i|at|rist,geriatrist,4,
61109,ger|i|a|tri|cian,geriatrician,5,5.0
61110,ger|la|chov|ka,gerlachovka,4,
61111,ger|main,germain,2,2.0
61112,ger|maine,germaine,2,2.0
61113,ger|man,german,2,2.0
61114,ger|man,german,2,2.0
61115,ger|man bap|tist breth|ren,german baptist brethren,4,
61116,ger|man cock|roach,german cockroach,3,
61117,ger|man dem|o|crat|ic re|pub|lic,german democratic republic,7,
61118,ger|man east af|ri|ca,german east africa,4,
61119,ger|man mea|sles,german measles,3,
61120,ger|man o|cean,german ocean,3,
61121,ger|man shep|herd,german shepherd,3,
61122,ger|man sil|ver,german silver,3,
61123,ger|man sixth,german sixth,2,
61124,ger|mane,germane,2,2.0
61125,ger|mane|ly,germanely,3,
61126,ger|mane|ness,germaneness,3,
61127,ger|man|der,germander,3,
61128,ger|man|der speed|well,germander speedwell,4,
61129,ger|man|ic,germanic,3,3.0
61130,ger|man|ic,germanic,3,3.0
61131,ger|man|ise,germanise,3,
61132,ger|man|ised,germanised,3,
61133,ger|man|ism,germanism,3,
61134,ger|man|ist,germanist,3,
61135,ger|man|is|er,germaniser,4,
61136,ger|man|is|ing,germanising,4,
61137,ger|man|ite,germanite,3,
61138,ger|man|ize,germanize,3,
61139,ger|man|ized,germanized,3,
61140,ger|man|iz|er,germanizer,4,
61141,ger|man|iz|ing,germanizing,4,
61142,ger|man|i|cal|ly,germanically,5,
61143,ger|man|i|cus cae|sar,germanicus caesar,5,
61144,ger|man|i|za|tion,germanization,5,
61145,ger|man|ous,germanous,3,
61146,ger|man|o|phil,germanophil,4,
61147,ger|man|o|phile,germanophile,4,
61148,ger|man|o|phobe,germanophobe,4,
61149,ger|man|o|pho|bi|a,germanophobia,6,
61150,ger|man|town,germantown,3,3.0
61151,ger|ma|ni|um,germanium,4,
61152,ger|ma|ny,germany,3,3.0
61153,ger|men,germen,2,
61154,ger|mens,germens,2,
61155,ger|mis|ton,germiston,3,3.0
61156,ger|mi|cide,germicide,3,3.0
61157,ger|mi|cid|al,germicidal,4,
61158,ger|mi|na,germina,3,
61159,ger|mi|nal,germinal,3,
61160,ger|mi|nal,germinal,3,
61161,ger|mi|nal disc,germinal disc,3,
61162,ger|mi|nal ves|i|cle,germinal vesicle,5,
61163,ger|mi|nal|ly,germinally,4,
61164,ger|mi|nance,germinance,3,
61165,ger|mi|nant,germinant,3,
61166,ger|mi|nan|cy,germinancy,4,
61167,ger|mi|nate,germinate,3,3.0
61168,ger|mi|nat|ed,germinated,4,4.0
61169,ger|mi|nat|ing,germinating,4,
61170,ger|mi|na|ble,germinable,4,
61171,ger|mi|na|tion,germination,4,4.0
61172,ger|mi|na|tive,germinative,4,
61173,ger|mi|na|tive|ly,germinatively,5,
61174,ger|mi|na|tor,germinator,4,
61175,ger|m|n,germn,3,
61176,ger|on|toc|ra|cy,gerontocracy,5,
61177,ger|on|tol|o|gist,gerontologist,5,5.0
61178,ger|on|tol|o|gy,gerontology,5,5.0
61179,ger|o|don|tia,gerodontia,4,
61180,ger|o|don|tic,gerodontic,4,
61181,ger|o|don|tics,gerodontics,4,
61182,ger|rard,gerrard,2,
61183,ger|ri,gerri,2,2.0
61184,ger|ry,gerry,2,2.0
61185,ger|ry|man|der,gerrymander,4,4.0
61186,ger|ry|man|der|er,gerrymanderer,5,
61187,ger|sam,gersam,2,
61188,ger|shom,gershom,2,
61189,ger|tie,gertie,2,2.0
61190,ger|trude,gertrude,2,2.0
61191,ger|trude,gertrude,2,2.0
61192,ger|und,gerund,2,2.0
61193,ger|un|dive,gerundive,3,
61194,ger|un|di|val,gerundival,4,
61195,ger|vais,gervais,2,2.0
61196,ger|ze|an,gerzean,3,
61197,gest,gest,1,1.0
61198,geste,geste,1,
61199,ges|sen,gessen,2,
61200,ges|so,gesso,2,
61201,ges|ta ro|ma|no|rum,gesta romanorum,5,
61202,ges|tate,gestate,2,2.0
61203,ges|tat|ed,gestated,3,
61204,ges|tat|ing,gestating,3,
61205,ges|ta|tion,gestation,3,3.0
61206,ges|ta|tion|al,gestational,4,
61207,ges|ta|tive,gestative,3,
61208,ges|ta|to|ri|al chair,gestatorial chair,5,
61209,ges|tic,gestic,2,
61210,ges|tic|u|lar,gesticular,4,
61211,ges|tic|u|late,gesticulate,4,
61212,ges|tic|u|lat|ed,gesticulated,5,
61213,ges|tic|u|lat|ing,gesticulating,5,
61214,ges|tic|u|la|tion,gesticulation,5,
61215,ges|tic|u|la|tive,gesticulative,5,
61216,ges|tic|u|la|tive|ly,gesticulatively,6,
61217,ges|tic|u|la|tor,gesticulator,5,
61218,ges|tic|u|la|to|ry,gesticulatory,6,
61219,ges|tion,gestion,2,
61220,ges|ti|cal,gestical,3,
61221,ges|ture,gesture,2,2.0
61222,ges|tured,gestured,2,2.0
61223,ges|ture|less,gestureless,3,
61224,ges|tur|al,gestural,3,
61225,ges|tur|er,gesturer,3,
61226,ges|tur|ing,gesturing,3,3.0
61227,get,get,1,1.0
61228,get a|bout,get about,2,
61229,get a|cross,get across,2,
61230,get a|head,get ahead,2,
61231,get a|long,get along,2,
61232,get a|round,get around,2,
61233,get a|way,get away,2,
61234,get in|to,get into,2,
61235,get on|to,get onto,2,
61236,get o|ver,get over,2,
61237,get-at-a|ble,get-at-able,2,
61238,get-to|geth|er,get-together,3,4.0
61239,geth,geth,1,
61240,geth|sem|a|ne,gethsemane,4,
61241,geth|se|man|ic,gethsemanic,4,
61242,get|at|a|bil|i|ty,getatability,6,
61243,get|at|a|ble,getatable,4,
61244,get|at|a|ble|ness,getatableness,5,
61245,get|a|ble,getable,3,
61246,get|a|way,getaway,3,3.0
61247,get|ta|ble,gettable,3,
61248,get|ter,getter,2,2.0
61249,get|ter|ing,gettering,3,
61250,get|ting,getting,2,2.0
61251,get|ty,getty,2,2.0
61252,get|tys|burg,gettysburg,3,3.0
61253,get|tys|burg ad|dress,gettysburg address,4,
61254,get|up,getup,2,
61255,geu|lincx,geulincx,2,
61256,gev,gev,1,
61257,gew|gaw,gewgaw,2,2.0
61258,gew|gawed,gewgawed,2,
61259,gey,gey,1,
61260,gey|ser,geyser,2,2.0
61261,gey|ser|al,geyseral,3,
61262,gey|ser|ic,geyseric,3,
61263,gey|ser|ite,geyserite,3,
61264,ge|an|ti|cline,geanticline,4,
61265,ge|an|ti|cli|nal,geanticlinal,5,
61266,ge|ber,geber,2,
61267,ge|brauchs|mu|sik,gebrauchsmusik,4,
61268,ge|dact,gedact,2,
61269,ge|deckt,gedeckt,2,
61270,ge|ez,geez,2,1.0
61271,ge|fil|te fish,gefilte fish,3,
61272,ge|f|te fish,gefte fish,3,
61273,ge|gen|i|on,gegenion,4,
61274,ge|gen|schein,gegenschein,3,
61275,ge|hen|na,gehenna,3,
61276,ge|l,gel,2,1.0
61277,ge|lat|i|fi|ca|tion,gelatification,6,
61278,ge|lat|i|nate,gelatinate,4,
61279,ge|lat|i|nat|ed,gelatinated,5,
61280,ge|lat|i|nat|ing,gelatinating,5,
61281,ge|lat|i|na|tion,gelatination,5,
61282,ge|lat|i|nise,gelatinise,4,
61283,ge|lat|i|nised,gelatinised,4,
61284,ge|lat|i|nis|er,gelatiniser,5,
61285,ge|lat|i|nis|ing,gelatinising,5,
61286,ge|lat|i|nize,gelatinize,4,
61287,ge|lat|i|nized,gelatinized,4,
61288,ge|lat|i|niz|er,gelatinizer,5,
61289,ge|lat|i|niz|ing,gelatinizing,5,
61290,ge|lat|i|ni|za|tion,gelatinization,6,
61291,ge|lat|i|noid,gelatinoid,4,
61292,ge|lat|i|nous,gelatinous,4,4.0
61293,ge|lat|i|nous|ly,gelatinously,5,
61294,ge|lat|i|nous|ness,gelatinousness,5,
61295,ge|la|da,gelada,3,
61296,ge|la|nor,gelanor,3,
61297,ge|la|sia,gelasia,3,4.0
61298,ge|la|tion,gelation,3,
61299,ge|lech|i|id,gelechiid,4,
61300,ge|lene,gelene,2,
61301,ge|lett,gelett,2,2.0
61302,ge|lid|i|ty,gelidity,4,
61303,ge|li|bo|lu,gelibolu,4,
61304,ge|lo|nus,gelonus,3,
61305,ge|lug|pa,gelugpa,3,
61306,ge|l|n|de|l|u|fer,gelndelufer,7,
61307,ge|l|n|de|sprung,gelndesprung,5,
61308,ge|l|e,gele,3,
61309,ge|l|de jump,gelde jump,3,
61310,ge|l|de|sprung,geldesprung,4,
61311,ge|ma|ra,gemara,3,
61312,ge|ma|ric,gemaric,3,
61313,ge|ma|rist,gemarist,3,
61314,ge|mein|schaft,gemeinschaft,3,
61315,ge|mein|schaf|ten,gemeinschaften,4,
61316,ge|mi|nia|ni,geminiani,4,
61317,ge|mot,gemot,2,
61318,ge|mote,gemote,2,
61319,ge|muet|lich,gemuetlich,3,
61320,ge|muet|lich|keit,gemuetlichkeit,4,
61321,ge|m|t|lich,gemtlich,4,
61322,ge|m|t|lich|keit,gemtlichkeit,5,
61323,ge|m|lich,gemlich,3,
61324,ge|n,gen,2,1.0
61325,ge|na,gena,2,2.0
61326,ge|nae,genae,2,
61327,ge|nal,genal,2,
61328,ge|nappe,genappe,2,
61329,ge|napped,genapped,2,
61330,ge|nap|ping,genapping,3,
61331,ge|nei|na,geneina,3,
61332,ge|ner|ic,generic,3,3.0
61333,ge|ner|i|cal,generical,4,
61334,ge|ner|i|cal|ly,generically,5,4.0
61335,ge|ner|i|cal|ness,genericalness,5,
61336,ge|nes|ic,genesic,3,
61337,ge|net,genet,2,2.0
61338,ge|neth|li|ac,genethliac,4,
61339,ge|neth|li|al|o|gy,genethlialogy,6,
61340,ge|neth|li|a|log|ic,genethlialogic,6,
61341,ge|nette,genette,2,
61342,ge|net|ic,genetic,3,3.0
61343,ge|net|ic code,genetic code,3,
61344,ge|net|ic en|gi|neer|ing,genetic engineering,6,
61345,ge|net|ics,genetics,3,3.0
61346,ge|net|i|cal,genetical,4,
61347,ge|net|i|cal|ly,genetically,5,4.0
61348,ge|net|i|cist,geneticist,4,4.0
61349,ge|nev|ra,genevra,3,
61350,ge|ne|al|o|gist,genealogist,5,
61351,ge|ne|al|o|gy,genealogy,5,5.0
61352,ge|ne|a|log|i|cal,genealogical,6,6.0
61353,ge|ne|a|log|i|cal tree,genealogical tree,6,
61354,ge|ne|a|log|i|cal|ly,genealogically,7,
61355,ge|ne|si|ac,genesiac,4,
61356,ge|ne|va,geneva,3,3.0
61357,ge|ne|va,geneva,3,3.0
61358,ge|ne|va bands,geneva bands,3,
61359,ge|ne|va con|ven|tion,geneva convention,5,
61360,ge|ne|va gown,geneva gown,3,
61361,ge|ne|van,genevan,3,
61362,ge|nic|u|late,geniculate,4,
61363,ge|nic|u|late|ly,geniculately,5,
61364,ge|nic|u|la|tion,geniculation,5,
61365,ge|nie,genie,2,2.0
61366,ge|nip,genip,2,
61367,ge|nis|ta,genista,3,
61368,ge|ni|a,genia,3,
61369,ge|ni|al,genial,3,2.0
61370,ge|ni|al|i|ty,geniality,5,5.0
61371,ge|ni|i,genii,3,
61372,ge|ni|us,genius,3,2.0
61373,ge|ni|us lo|ci,genius loci,4,
61374,ge|ni|zah,genizah,3,
61375,ge|no,geno,2,2.0
61376,ge|nol|la,genolla,3,
61377,ge|nom,genom,2,
61378,ge|nome,genome,2,2.0
61379,ge|nouil|l|re,genouillre,4,
61380,ge|nouil|l|res,genouillres,4,
61381,ge|no|mic,genomic,3,
61382,ge|no|va,genova,3,3.0
61383,ge|nu,genu,2,
61384,ge|nus,genus,2,2.0
61385,ge|nu|a,genua,3,
61386,ge|nu|al,genual,3,
61387,ge|nu|cius,genucius,3,
61388,ge|n|ve,genve,3,
61389,ge|n|t,gent,3,1.0
61390,ge|o-nav|i|ga|tion,geo-navigation,5,
61391,ge|ode,geode,2,
61392,ge|od|e|sist,geodesist,4,
61393,ge|od|e|sy,geodesy,4,4.0
61394,ge|od|ic,geodic,3,
61395,ge|og|nos|tic,geognostic,4,
61396,ge|og|nos|ti|cal|ly,geognostically,6,
61397,ge|og|no|sy,geognosy,4,
61398,ge|og|ra|pher,geographer,4,4.0
61399,ge|og|ra|phy,geography,4,4.0
61400,ge|oid,geoid,2,2.0
61401,ge|oi|dal,geoidal,3,
61402,ge|ol|o|gise,geologise,4,
61403,ge|ol|o|gised,geologised,4,
61404,ge|ol|o|gis|ing,geologising,5,
61405,ge|ol|o|gize,geologize,4,
61406,ge|ol|o|gized,geologized,4,
61407,ge|ol|o|giz|ing,geologizing,5,
61408,ge|ol|o|gy,geology,4,4.0
61409,ge|om|e|ter,geometer,4,
61410,ge|om|e|trid,geometrid,4,
61411,ge|om|e|trise,geometrise,4,
61412,ge|om|e|trised,geometrised,4,
61413,ge|om|e|tris|ing,geometrising,5,
61414,ge|om|e|trize,geometrize,4,
61415,ge|om|e|trized,geometrized,4,
61416,ge|om|e|triz|ing,geometrizing,5,
61417,ge|om|e|tri|cian,geometrician,5,
61418,ge|om|e|try,geometry,4,4.0
61419,ge|on|ic,geonic,3,
61420,ge|oph|a|gism,geophagism,4,
61421,ge|oph|a|gist,geophagist,4,
61422,ge|oph|a|gous,geophagous,4,
61423,ge|oph|a|gy,geophagy,4,
61424,ge|oph|i|lous,geophilous,4,
61425,ge|org,georg,2,2.0
61426,ge|or|gi,georgi,3,3.0
61427,ge|ot|ro|pism,geotropism,4,5.0
61428,ge|o|cen|tric,geocentric,4,4.0
61429,ge|o|cen|tric par|al|lax,geocentric parallax,6,
61430,ge|o|cen|tri|cal|ly,geocentrically,6,
61431,ge|o|chem|ist,geochemist,4,
61432,ge|o|chem|is|try,geochemistry,5,5.0
61433,ge|o|chem|i|cal,geochemical,5,
61434,ge|o|chron|o|log|ic,geochronologic,6,
61435,ge|o|chro|nol|o|gist,geochronologist,6,
61436,ge|o|chro|nol|o|gy,geochronology,6,
61437,ge|o|des|ic,geodesic,4,4.0
61438,ge|o|des|ic dome,geodesic dome,4,
61439,ge|o|des|i|cal,geodesical,5,
61440,ge|o|det|ic,geodetic,4,4.0
61441,ge|o|det|ic sur|vey|ing,geodetic surveying,6,
61442,ge|o|det|ics,geodetics,4,
61443,ge|o|det|i|cal,geodetical,5,
61444,ge|o|det|i|cal|ly,geodetically,6,
61445,ge|o|dy|nam|ic,geodynamic,5,
61446,ge|o|dy|nam|ics,geodynamics,5,
61447,ge|o|dy|nam|i|cal,geodynamical,6,
61448,ge|o|dy|nam|i|cist,geodynamicist,6,
61449,ge|o|graph|ic,geographic,4,4.0
61450,ge|o|graph|i|cal,geographical,5,5.0
61451,ge|o|graph|i|cal de|ter|min|ism,geographical determinism,8,
61452,ge|o|graph|i|cal mile,geographical mile,5,
61453,ge|o|graph|i|cal|ly,geographically,6,6.0
61454,ge|o|i|so|therm,geoisotherm,5,
61455,ge|o|log|ic,geologic,4,4.0
61456,ge|o|log|i|cal,geological,5,5.0
61457,ge|o|log|i|cal|ly,geologically,6,
61458,ge|o|mag|net|ic,geomagnetic,5,5.0
61459,ge|o|mag|net|ism,geomagnetism,5,
61460,ge|o|mag|ne|tism,geomagnetism,5,
61461,ge|o|mag|ne|ti|cian,geomagnetician,6,
61462,ge|o|man|cer,geomancer,4,
61463,ge|o|man|cy,geomancy,4,
61464,ge|o|man|tic,geomantic,4,
61465,ge|o|man|ti|cal,geomantical,5,
61466,ge|o|man|ti|cal|ly,geomantically,6,
61467,ge|o|med|i|cal,geomedical,5,
61468,ge|o|med|i|cine,geomedicine,5,
61469,ge|o|met|ric,geometric,4,4.0
61470,ge|o|met|ric mean,geometric mean,4,
61471,ge|o|met|ric pace,geometric pace,4,
61472,ge|o|met|ric pro|gres|sion,geometric progression,6,
61473,ge|o|met|ric se|ries,geometric series,5,
61474,ge|o|met|ri|cal,geometrical,5,5.0
61475,ge|o|met|ri|cal|ly,geometrically,6,5.0
61476,ge|o|me|chan|ics,geomechanics,5,
61477,ge|o|mor|phic,geomorphic,4,
61478,ge|o|mor|phog|e|ny,geomorphogeny,6,
61479,ge|o|mor|phol|o|gist,geomorphologist,6,
61480,ge|o|mor|phol|o|gy,geomorphology,6,6.0
61481,ge|o|mor|pho|log|i|cal,geomorphological,7,
61482,ge|o|nim,geonim,3,
61483,ge|o|pha|gia,geophagia,4,
61484,ge|o|phys|ics,geophysics,4,
61485,ge|o|phys|i|cal,geophysical,5,5.0
61486,ge|o|phys|i|cal|ly,geophysically,6,
61487,ge|o|phys|i|cist,geophysicist,5,
61488,ge|o|phyte,geophyte,3,
61489,ge|o|phyt|ic,geophytic,4,
61490,ge|o|pol|i|tic,geopolitic,5,5.0
61491,ge|o|pol|i|tics,geopolitics,5,5.0
61492,ge|o|pol|i|ti|cian,geopolitician,6,
61493,ge|o|pon|ic,geoponic,4,
61494,ge|o|pon|ics,geoponics,4,
61495,ge|o|po|lit|i|cal,geopolitical,6,6.0
61496,ge|o|po|lit|i|cal|ly,geopolitically,7,6.0
61497,ge|o|po|ten|tial,geopotential,5,
61498,ge|o|ram|a,georama,4,
61499,ge|o|sci|ence,geoscience,4,
61500,ge|o|sphere,geosphere,3,
61501,ge|o|stat|ic,geostatic,4,
61502,ge|o|stat|ics,geostatics,4,
61503,ge|o|strat|e|gy,geostrategy,5,
61504,ge|o|stroph|ic,geostrophic,4,4.0
61505,ge|o|syn|cline,geosyncline,4,4.0
61506,ge|o|syn|cli|nal,geosynclinal,5,
61507,ge|o|tac|tic,geotactic,4,
61508,ge|o|tac|ti|cal|ly,geotactically,6,
61509,ge|o|tax|is,geotaxis,4,4.0
61510,ge|o|tec|ton|ic,geotectonic,5,
61511,ge|o|ther|mal,geothermal,4,4.0
61512,ge|o|ther|mic,geothermic,4,
61513,ge|o|trop|ic,geotropic,4,4.0
61514,ge|o|trop|i|cal|ly,geotropically,6,
61515,ge|ra,gera,2,2.0
61516,ge|rah,gerah,2,
61517,ge|raint,geraint,2,
61518,ge|ral|da,geralda,3,
61519,ge|rar,gerar,2,
61520,ge|rard,gerard,2,2.0
61521,ge|ra|ni|al,geranial,4,
61522,ge|ra|ni|a|ceous,geraniaceous,5,
61523,ge|ra|ni|ol,geraniol,4,
61524,ge|ra|ni|um,geranium,4,4.0
61525,ge|ra|ni|um,geranium,4,4.0
61526,ge|rent,gerent,2,
61527,ge|re|fa,gerefa,3,
61528,ge|ri,geri,2,2.0
61529,ge|ring,gering,2,2.0
61530,ge|ron|i|mo,geronimo,4,4.0
61531,ge|ron|tine,gerontine,3,
61532,ge|ron|to|ge|ous,gerontogeous,5,
61533,ge|rou|si|a,gerousia,4,
61534,ge|ro|na,gerona,3,
61535,ge|run|dive,gerundive,3,
61536,ge|run|dive|ly,gerundively,4,
61537,ge|run|di|al,gerundial,4,
61538,ge|run|di|al|ly,gerundially,5,
61539,ge|ru|si|a,gerusia,4,
61540,ge|ry|on,geryon,3,
61541,ge|ry|on|es,geryones,4,
61542,ge|sell,gesell,2,2.0
61543,ge|sell|schaft,gesellschaft,3,3.0
61544,ge|sell|schaf|ten,gesellschaften,4,
61545,ge|sith,gesith,2,
61546,ge|stalt,gestalt,2,
61547,ge|stalt psy|chol|o|gy,gestalt psychology,5,
61548,ge|stalts,gestalts,2,
61549,ge|stal|ten,gestalten,3,
61550,ge|sta|po,gestapo,3,3.0
61551,ge|sund|heit,gesundheit,3,3.0
61552,ge|su|al|do,gesualdo,4,
61553,ge|um,geum,2,
61554,ge|vaert,gevaert,2,2.0
61555,ge|zer,gezer,2,
61556,ge|zi|ra,gezira,3,
61557,ghain,ghain,1,
61558,ghar|da||a,ghardaa,4,
61559,ghar|ri,gharri,2,
61560,ghar|ry,gharry,2,
61561,ghast,ghast,1,
61562,ghast|ful,ghastful,2,
61563,ghast|ful|ly,ghastfully,3,
61564,ghast|ful|ness,ghastfulness,3,
61565,ghast|i|ly,ghastily,3,
