,syllables,normalized_text,n_syls,n_syls_SonoriPy
0,a,a,1,
1,a,a,1,
2,a,a,1,
18,a|bais|sa,abaissa,3,
19,a|bais|sai,abaissai,3,
20,a|bais|saient,abaissaient,3,
21,a|bais|sait,abaissait,3,
22,a|bais|sant,abaissant,3,
23,a|bais|sant,abaissant,3,
28,a|bais|se|ment,abaissement,4,
30,a|bais|ser,abaisser,3,
31,a|bais|se|ra,abaissera,4,
32,a|bais|se|rai,abaisserai,4,
33,a|bais|se|raient,abaisseraient,4,
34,a|bais|se|rais,abaisserais,4,
35,a|bais|se|rait,abaisserait,4,
37,a|bais|sez,abaissez,3,
38,a|bais|sons,abaissons,3,
40,a|bais|sé,abaissé,3,
41,a|bais|sé,abaissé,3,
42,a|bais|sée,abaissée,3,
43,a|bais|sée,abaissée,3,
44,a|bais|sées,abaissées,3,
45,a|bais|sées,abaissées,3,
46,a|bais|sés,abaissés,3,
47,a|bais|sés,abaissés,3,
50,a|ban|don,abandon,3,
51,a|ban|don|na,abandonna,4,
52,a|ban|don|nai,abandonnai,4,
53,a|ban|don|naient,abandonnaient,4,
54,a|ban|don|nais,abandonnais,4,
55,a|ban|don|nait,abandonnait,4,
56,a|ban|don|nant,abandonnant,4,
57,a|ban|don|nas,abandonnas,4,
60,a|ban|don|ner,abandonner,4,
61,a|ban|don|ne|ra,abandonnera,5,
62,a|ban|don|ne|rai,abandonnerai,5,
63,a|ban|don|ne|raient,abandonneraient,5,
64,a|ban|don|ne|rais,abandonnerais,5,
65,a|ban|don|ne|rait,abandonnerait,5,
66,a|ban|don|ne|ras,abandonneras,5,
67,a|ban|don|ne|rez,abandonnerez,5,
68,a|ban|don|ne|riez,abandonneriez,5,
69,a|ban|don|ne|rions,abandonnerions,5,
70,a|ban|don|ne|rons,abandonnerons,5,
71,a|ban|don|ne|ront,abandonneront,5,
73,a|ban|don|neurs,abandonneurs,4,
74,a|ban|don|nez,abandonnez,4,
75,a|ban|don|niez,abandonniez,4,
76,a|ban|don|nions,abandonnions,4,
78,a|ban|don|nons,abandonnons,4,
80,a|ban|don|nât,abandonnât,4,
82,a|ban|don|né,abandonné,4,
83,a|ban|don|né,abandonné,4,
84,a|ban|don|née,abandonnée,4,
85,a|ban|don|née,abandonnée,4,
86,a|ban|don|nées,abandonnées,4,
87,a|ban|don|nées,abandonnées,4,
88,a|ban|don|nés,abandonnés,4,
89,a|ban|don|nés,abandonnés,4,
90,a|ban|dons,abandons,3,
92,a|ba|sour|di,abasourdi,4,
93,a|ba|sour|di,abasourdi,4,
94,a|ba|sour|die,abasourdie,4,
95,a|ba|sour|die,abasourdie,4,
96,a|ba|sour|dir,abasourdir,4,
97,a|ba|sour|dis,abasourdis,4,
98,a|ba|sour|dis,abasourdis,4,
100,a|ba|sour|dis|sants,abasourdissants,5,
101,a|bat,abat,2,
102,a|bat,abat,2,
106,a|ba|tis,abatis,3,
107,a|bats,abats,2,
108,a|bats,abats,2,
111,a|bat|taient,abattaient,3,
112,a|bat|tais,abattais,3,
113,a|bat|tait,abattait,3,
114,a|bat|tant,abattant,3,
115,a|bat|tant,abattant,3,
116,a|bat|tants,abattants,3,
118,a|bat|te|ment,abattement,4,
119,a|bat|te|ments,abattements,4,
122,a|bat|teur,abatteur,3,
123,a|bat|teurs,abatteurs,3,
124,a|bat|tez,abattez,3,
125,a|bat|tiez,abattiez,3,
126,a|bat|tions,abattions,3,
128,a|bat|tis,abattis,3,
129,a|bat|tis,abattis,3,
130,a|bat|tit,abattit,3,
131,a|bat|toir,abattoir,3,
132,a|bat|toirs,abattoirs,3,
133,a|bat|tons,abattons,3,
134,a|bat|tra,abattra,3,
135,a|bat|trai,abattrai,3,
136,a|bat|traient,abattraient,3,
137,a|bat|trais,abattrais,3,
138,a|bat|trait,abattrait,3,
139,a|bat|tras,abattras,3,
141,a|bat|trez,abattrez,3,
143,a|bat|trons,abattrons,3,
144,a|bat|tront,abattront,3,
145,a|bat|tu,abattu,3,
146,a|bat|tu,abattu,3,
147,a|bat|tu,abattu,3,
148,a|bat|tue,abattue,3,
149,a|bat|tue,abattue,3,
150,a|bat|tues,abattues,3,
151,a|bat|tues,abattues,3,
153,a|bat|tus,abattus,3,
154,a|bat|tus,abattus,3,
155,a|bat|tus,abattus,3,
156,ab|ba|tial,abbatial,3,
164,ab|bé,abbé,2,
165,ab|bés,abbés,2,
167,ab|cès,abcès,2,
168,ab|di|ca|tion,abdication,4,
169,ab|di|ca|tions,abdications,4,
170,ab|di|qua,abdiqua,3,
171,ab|di|quai,abdiquai,3,
172,ab|di|quaient,abdiquaient,3,
173,ab|di|quais,abdiquais,3,
174,ab|di|quait,abdiquait,3,
175,ab|di|quant,abdiquant,3,
177,ab|di|quer,abdiquer,3,
178,ab|di|que|ra,abdiquera,4,
179,ab|di|que|rais,abdiquerais,4,
180,ab|di|que|rait,abdiquerait,4,
181,ab|di|quez,abdiquez,3,
182,ab|di|qué,abdiqué,3,
183,ab|di|quée,abdiquée,3,
184,ab|do|men,abdomen,3,
185,ab|do|mi|nal,abdominal,4,
188,ab|do|mi|naux,abdominaux,4,
189,ab|do|mi|naux,abdominaux,4,
190,ab|dos,abdos,2,
191,ab|duc|teur,abducteur,3,
195,a|ber,aber,2,
196,a|ber|rant,aberrant,3,
197,a|ber|rant,aberrant,3,
200,a|ber|rants,aberrants,3,
201,a|ber|ra|tion,aberration,4,
202,a|ber|ra|tions,aberrations,4,
203,ab|hor|rais,abhorrais,3,
204,ab|hor|rait,abhorrait,3,
205,ab|hor|rant,abhorrant,3,
207,ab|hor|rer,abhorrer,3,
208,ab|hor|rez,abhorrez,3,
209,ab|hor|ré,abhorré,3,
210,ab|hor|ré,abhorré,3,
211,ab|hor|rée,abhorrée,3,
212,ab|hor|rée,abhorrée,3,
213,ab|hor|rés,abhorrés,3,
214,ab|ject,abject,2,
216,ab|jec|te|ment,abjectement,4,
218,ab|jec|tion,abjection,3,
219,ab|jec|tions,abjections,3,
220,ab|jects,abjects,2,
222,ab|ju|ra|tion,abjuration,4,
223,ab|ju|ra|tions,abjurations,4,
225,ab|ju|rer,abjurer,3,
226,ab|ju|rez,abjurez,3,
227,ab|ju|rons,abjurons,3,
228,ab|ju|ré,abjuré,3,
230,a|bla|tif,ablatif,3,
231,a|bla|tion,ablation,3,
232,a|bla|tions,ablations,3,
236,a|blu|tion,ablution,3,
237,a|blu|tions,ablutions,3,
238,ab|né|ga|tion,abnégation,4,
239,a|boi,aboi,2,
240,a|boie,aboie,2,
241,a|boie|ment,aboiement,3,
242,a|boie|ments,aboiements,3,
243,a|boient,aboient,2,
244,a|boie|ra,aboiera,3,
245,a|boie|rait,aboierait,3,
246,a|boie|ront,aboieront,3,
247,a|boies,aboies,2,
248,a|bois,abois,2,
249,a|bo|li,aboli,3,
250,a|bo|li,aboli,3,
251,a|bo|lie,abolie,3,
252,a|bo|lie,abolie,3,
253,a|bo|lies,abolies,3,
254,a|bo|lies,abolies,3,
255,a|bo|lir,abolir,3,
256,a|bo|li|ra,abolira,4,
257,a|bo|li|rait,abolirait,4,
258,a|bo|li|ras,aboliras,4,
259,a|bo|lis,abolis,3,
260,a|bo|lis,abolis,3,
261,a|bo|lis|saient,abolissaient,4,
262,a|bo|lis|sais,abolissais,4,
263,a|bo|lis|sait,abolissait,4,
264,a|bo|lis|sant,abolissant,4,
266,a|bo|lis|sions,abolissions,4,
267,a|bo|lis|sons,abolissons,4,
268,a|bo|lit,abolit,3,
269,a|bo|li|tion,abolition,4,
275,a|bo|mi|na|ble|ment,abominablement,6,
277,a|bo|mi|naient,abominaient,4,
278,a|bo|mi|na|tion,abomination,5,
279,a|bo|mi|na|tions,abominations,5,
281,a|bo|mi|ner,abominer,4,
282,a|bon|da,abonda,3,
283,a|bon|dai,abondai,3,
284,a|bon|daient,abondaient,3,
285,a|bon|dais,abondais,3,
286,a|bon|dait,abondait,3,
287,a|bon|dam|ment,abondamment,4,
289,a|bon|dant,abondant,3,
290,a|bon|dant,abondant,3,
293,a|bon|dants,abondants,3,
297,a|bon|der,abonder,3,
298,a|bon|dé,abondé,3,
299,a|bon|nai,abonnai,3,
302,a|bon|ne|ment,abonnement,4,
303,a|bon|ne|ments,abonnements,4,
304,a|bon|ner,abonner,3,
305,a|bon|nez,abonnez,3,
306,a|bon|nât,abonnât,3,
307,a|bon|né,abonné,3,
308,a|bon|né,abonné,3,
309,a|bon|né,abonné,3,
310,a|bon|née,abonnée,3,
311,a|bon|née,abonnée,3,
312,a|bon|née,abonnée,3,
313,a|bon|nées,abonnées,3,
314,a|bon|nées,abonnées,3,
315,a|bon|nés,abonnés,3,
316,a|bon|nés,abonnés,3,
317,a|bon|nés,abonnés,3,
318,a|bord,abord,2,
319,a|bor|da,aborda,3,
324,a|bor|dai,abordai,3,
325,a|bor|daient,abordaient,3,
326,a|bor|dais,abordais,3,
327,a|bor|dait,abordait,3,
328,a|bor|dant,abordant,3,
331,a|bor|der,aborder,3,
332,a|bor|de|ra,abordera,4,
333,a|bor|de|rai,aborderai,4,
334,a|bor|de|raient,aborderaient,4,
335,a|bor|de|rais,aborderais,4,
336,a|bor|de|rait,aborderait,4,
337,a|bor|de|riez,aborderiez,4,
338,a|bor|de|rions,aborderions,4,
339,a|bor|de|rons,aborderons,4,
340,a|bor|de|ront,aborderont,4,
342,a|bor|dez,abordez,3,
343,a|bor|diez,abordiez,3,
344,a|bor|dions,abordions,3,
345,a|bor|dons,abordons,3,
349,a|bor|dé,abordé,3,
350,a|bor|dé,abordé,3,
351,a|bor|dée,abordée,3,
352,a|bor|dées,abordées,3,
353,a|bor|dées,abordées,3,
354,a|bor|dés,abordés,3,
355,a|bor|dés,abordés,3,
360,a|bor|ne|ment,abornement,4,
364,a|bou|chaient,abouchaient,3,
365,a|bou|chais,abouchais,3,
366,a|bou|chait,abouchait,3,
367,a|bou|chant,abouchant,3,
368,a|bou|che|ments,abouchements,4,
369,a|bou|cher,aboucher,3,
370,a|bou|ché,abouché,3,
371,a|bou|chée,abouchée,3,
372,a|bou|chés,abouchés,3,
374,a|bou|ler,abouler,3,
376,a|bou|lez,aboulez,3,
377,a|bou|lie,aboulie,3,
380,a|bou|nas,abounas,3,
381,a|bout,about,2,
382,a|bou|tait,aboutait,3,
383,a|bou|ti,abouti,3,
384,a|bou|ti,abouti,3,
385,a|bou|tie,aboutie,3,
386,a|bou|tie,aboutie,3,
387,a|bou|tir,aboutir,3,
388,a|bou|ti|ra,aboutira,4,
389,a|bou|ti|rai,aboutirai,4,
390,a|bou|ti|raient,aboutiraient,4,
391,a|bou|ti|rais,aboutirais,4,
392,a|bou|ti|rait,aboutirait,4,
393,a|bou|ti|ras,aboutiras,4,
395,a|bou|ti|rons,aboutirons,4,
396,a|bou|ti|ront,aboutiront,4,
397,a|bou|tis,aboutis,3,
398,a|bou|tis,aboutis,3,
399,a|bou|tis|saient,aboutissaient,4,
400,a|bou|tis|sait,aboutissait,4,
401,a|bou|tis|sant,aboutissant,4,
402,a|bou|tis|sant,aboutissant,4,
403,a|bou|tis|sants,aboutissants,4,
405,a|bou|tis|se|ment,aboutissement,5,
407,a|bou|tis|sez,aboutissez,4,
408,a|bou|tis|siez,aboutissiez,4,
409,a|bou|tis|sions,aboutissions,4,
410,a|bou|tit,aboutit,3,
411,a|bou|ton|nai,aboutonnai,4,
412,a|bou|tons,aboutons,3,
419,a|boyan|te,aboyante,3,
426,a|boyè|rent,aboyèrent,3,
428,a|bra|ca|da|bra,abracadabra,5,
429,a|bra|ca|da|brant,abracadabrant,5,
432,a|bra|ca|da|brants,abracadabrants,5,
433,a|bra|ca|da|bré,abracadabré,5,
434,a|bra|sif,abrasif,3,
435,a|bra|sif,abrasif,3,
438,a|bra|sion,abrasion,3,
440,a|bra|sé,abrasé,3,
442,a|breu|va,abreuva,3,
444,a|breu|vaient,abreuvaient,3,
445,a|breu|vait,abreuvait,3,
446,a|breu|vant,abreuvant,3,
449,a|breu|ver,abreuver,3,
450,a|breu|ve|ra,abreuvera,4,
451,a|breu|ve|raient,abreuveraient,4,
452,a|breu|vez,abreuvez,3,
453,a|breu|voir,abreuvoir,3,
454,a|breu|voirs,abreuvoirs,3,
455,a|breu|vons,abreuvons,3,
456,a|breu|vé,abreuvé,3,
457,a|breu|vé,abreuvé,3,
458,a|breu|vée,abreuvée,3,
459,a|breu|vés,abreuvés,3,
460,a|breu|vés,abreuvés,3,
461,a|bri,abri,2,
463,a|bri|bus,abribus,3,
464,a|bri|cot,abricot,3,
465,a|bri|cot,abricot,3,
466,a|bri|co|tez,abricotez,4,
467,a|bri|co|tier,abricotier,4,
468,a|bri|co|tiers,abricotiers,4,
470,a|bri|cots,abricots,3,
471,a|bris,abris,2,
472,a|bri|ta,abrita,3,
473,a|bri|tai,abritai,3,
474,a|bri|taient,abritaient,3,
475,a|bri|tais,abritais,3,
476,a|bri|tait,abritait,3,
477,a|bri|tant,abritant,3,
478,a|bri|tant,abritant,3,
481,a|bri|ter,abriter,3,
482,a|bri|te|ra,abritera,4,
483,a|bri|te|rait,abriterait,4,
484,a|bri|te|rons,abriterons,4,
485,a|bri|te|ront,abriteront,4,
487,a|bri|tez,abritez,3,
488,a|bri|tiez,abritiez,3,
489,a|bri|tions,abritions,3,
490,a|bri|tons,abritons,3,
493,a|bri|té,abrité,3,
494,a|bri|té,abrité,3,
495,a|bri|tée,abritée,3,
496,a|bri|tée,abritée,3,
497,a|bri|tées,abritées,3,
498,a|bri|tés,abrités,3,
499,a|bri|tés,abrités,3,
500,a|bro|ga|tion,abrogation,4,
502,a|bro|ger,abroger,3,
503,a|bro|gé,abrogé,3,
504,a|bro|gé,abrogé,3,
505,a|bro|gée,abrogée,3,
506,a|bro|gées,abrogées,3,
507,a|bro|gés,abrogés,3,
508,a|brupt,abrupt,2,
509,a|brupt,abrupt,2,
511,a|brup|te|ment,abruptement,4,
513,a|brupts,abrupts,2,
514,a|brupts,abrupts,2,
515,a|bru|ti,abruti,3,
516,a|bru|ti,abruti,3,
517,a|bru|ti,abruti,3,
518,a|bru|tie,abrutie,3,
519,a|bru|tie,abrutie,3,
520,a|bru|tie,abrutie,3,
521,a|bru|ties,abruties,3,
522,a|bru|ties,abruties,3,
523,a|bru|ties,abruties,3,
524,a|bru|tir,abrutir,3,
525,a|bru|ti|ra,abrutira,4,
526,a|bru|tis,abrutis,3,
527,a|bru|tis,abrutis,3,
528,a|bru|tis,abrutis,3,
529,a|bru|tis|saient,abrutissaient,4,
530,a|bru|tis|sais,abrutissais,4,
531,a|bru|tis|sait,abrutissait,4,
532,a|bru|tis|sant,abrutissant,4,
533,a|bru|tis|sant,abrutissant,4,
536,a|bru|tis|sants,abrutissants,4,
537,a|bru|tis|se|ment,abrutissement,5,
539,a|bru|tis|seur,abrutisseur,4,
540,a|bru|tis|sions,abrutissions,4,
541,a|bru|tit,abrutit,3,
544,a|bré|gea,abrégea,3,
545,a|bré|geai,abrégeai,3,
546,a|bré|geaient,abrégeaient,3,
547,a|bré|geait,abrégeait,3,
548,a|bré|geant,abrégeant,3,
549,a|bré|geons,abrégeons,3,
550,a|bré|ger,abréger,3,
551,a|bré|ge|ra,abrégera,4,
552,a|bré|ge|rai,abrégerai,4,
553,a|bré|ge|rait,abrégerait,4,
554,a|bré|gez,abrégez,3,
555,a|bré|geât,abrégeât,3,
556,a|bré|gé,abrégé,3,
557,a|bré|gé,abrégé,3,
558,a|bré|gé,abrégé,3,
559,a|bré|gée,abrégée,3,
560,a|bré|gée,abrégée,3,
561,a|bré|gés,abrégés,3,
562,a|bré|gés,abrégés,3,
563,a|bré|via|tif,abréviatif,4,
564,a|bré|via|tion,abréviation,4,
565,a|bré|via|tions,abréviations,4,
567,abs|cis|sion,abscission,3,
568,abs|cons,abscons,2,
573,ab|sent,absent,2,
574,ab|sent,absent,2,
575,ab|sen|ta,absenta,3,
576,ab|sen|tai,absentai,3,
577,ab|sen|taient,absentaient,3,
578,ab|sen|tais,absentais,3,
579,ab|sen|tait,absentait,3,
580,ab|sen|tant,absentant,3,
584,ab|sen|ter,absenter,3,
585,ab|sen|te|ra,absentera,4,
586,ab|sen|te|rai,absenterai,4,
587,ab|sen|te|rait,absenterait,4,
591,ab|sents,absents,2,
592,ab|sents,absents,2,
594,ab|sen|té,absenté,3,
595,ab|sen|tée,absentée,3,
596,ab|sen|téis|me,absentéisme,4,
597,ab|sen|téis|te,absentéiste,4,
598,ab|sen|téis|te,absentéiste,4,
599,ab|sen|tés,absentés,3,
604,ab|sin|thant,absinthant,3,
606,ab|so|lu,absolu,3,
607,ab|so|lu,absolu,3,
608,ab|so|lue,absolue,3,
609,ab|so|lues,absolues,3,
610,ab|so|lu|ment,absolument,4,
611,ab|so|lus,absolus,3,
612,ab|so|lus,absolus,3,
613,ab|so|lu|tion,absolution,4,
615,ab|sol|vaient,absolvaient,3,
616,ab|sol|vait,absolvait,3,
617,ab|sol|vant,absolvant,3,
621,ab|sor|ba,absorba,3,
623,ab|sor|bai,absorbai,3,
624,ab|sor|baient,absorbaient,3,
625,ab|sor|bais,absorbais,3,
626,ab|sor|bait,absorbait,3,
627,ab|sor|bant,absorbant,3,
628,ab|sor|bant,absorbant,3,
629,ab|sor|bant,absorbant,3,
632,ab|sor|bants,absorbants,3,
635,ab|sor|ber,absorber,3,
636,ab|sor|be|ra,absorbera,4,
637,ab|sor|be|rai,absorberai,4,
638,ab|sor|be|raient,absorberaient,4,
639,ab|sor|be|rait,absorberait,4,
641,ab|sor|bez,absorbez,3,
642,ab|sor|bions,absorbions,3,
643,ab|sor|bons,absorbons,3,
645,ab|sor|bé,absorbé,3,
646,ab|sor|bé,absorbé,3,
647,ab|sor|bée,absorbée,3,
648,ab|sor|bée,absorbée,3,
649,ab|sor|bées,absorbées,3,
650,ab|sor|bées,absorbées,3,
651,ab|sor|bés,absorbés,3,
652,ab|sor|bés,absorbés,3,
653,ab|sorp|tion,absorption,3,
654,ab|sorp|tions,absorptions,3,
655,ab|sou|drai,absoudrai,3,
656,ab|sou|drait,absoudrait,3,
659,ab|sous,absous,2,
660,ab|sous,absous,2,
661,ab|sout,absout,2,
666,abs|te|naient,abstenaient,3,
667,abs|te|nais,abstenais,3,
668,abs|te|nait,abstenait,3,
669,abs|te|nant,abstenant,3,
670,abs|te|nez,abstenez,3,
671,abs|te|niez,absteniez,3,
672,abs|te|nions,abstenions,3,
673,abs|te|nir,abstenir,3,
674,abs|te|nons,abstenons,3,
675,abs|ten|tion,abstention,3,
678,abs|te|nu,abstenu,3,
679,abs|te|nue,abstenue,3,
680,abs|te|nue,abstenue,3,
681,abs|te|nues,abstenues,3,
682,abs|te|nus,abstenus,3,
683,abs|tien|drai,abstiendrai,3,
684,abs|tien|draient,abstiendraient,3,
685,abs|tien|drais,abstiendrais,3,
686,abs|tien|drait,abstiendrait,3,
687,abs|tien|dras,abstiendras,3,
688,abs|tien|drions,abstiendrions,3,
689,abs|tien|drons,abstiendrons,3,
690,abs|tien|dront,abstiendront,3,
694,abs|tiens,abstiens,2,
695,abs|tient,abstient,2,
701,abs|tins,abstins,2,
702,abs|tint,abstint,2,
703,abs|trac|tion,abstraction,3,
704,abs|trac|tions,abstractions,3,
706,abs|trais,abstrais,2,
707,abs|trait,abstrait,2,
708,abs|trait,abstrait,2,
709,abs|trait,abstrait,2,
712,abs|trai|te|ment,abstraitement,4,
715,abs|traits,abstraits,2,
716,abs|traits,abstraits,2,
717,abs|traits,abstraits,2,
718,abs|trus,abstrus,2,
721,abs|tînt,abstînt,2,
724,ab|sur|de|ment,absurdement,4,
728,ab|sur|di|té,absurdité,4,
729,ab|sur|di|tés,absurdités,4,
730,a|bus,abus,2,
731,a|bu|sa,abusa,3,
732,a|bu|sai,abusai,3,
733,a|bu|saient,abusaient,3,
734,a|bu|sais,abusais,3,
735,a|bu|sait,abusait,3,
736,a|bu|sant,abusant,3,
739,a|bu|ser,abuser,3,
740,a|bu|se|ra,abusera,4,
741,a|bu|se|rai,abuserai,4,
742,a|bu|se|rais,abuserais,4,
743,a|bu|se|rait,abuserait,4,
744,a|bu|se|rez,abuserez,4,
745,a|bu|se|riez,abuseriez,4,
748,a|bu|sez,abusez,3,
749,a|bu|siez,abusiez,3,
750,a|bu|sif,abusif,3,
753,a|bu|si|ve|ment,abusivement,5,
755,a|bu|sons,abusons,3,
757,a|bu|sé,abusé,3,
758,a|bu|sé,abusé,3,
759,a|bu|sée,abusée,3,
760,a|bu|sée,abusée,3,
761,a|bu|sées,abusées,3,
762,a|bu|sées,abusées,3,
763,a|bu|sés,abusés,3,
764,a|bu|sés,abusés,3,
766,a|bys|sal,abyssal,3,
771,a|bys|sin,abyssin,3,
772,a|bys|sin,abyssin,3,
773,a|bys|si|nien,abyssinien,4,
775,a|bys|sins,abyssins,3,
776,a|bâ|tar|di,abâtardi,4,
777,a|bâ|tar|die,abâtardie,4,
778,a|bâ|tar|dies,abâtardies,4,
779,a|bâ|tar|dir,abâtardir,4,
780,a|bâ|tar|di|rai,abâtardirai,5,
783,a|bê|ti,abêti,3,
784,a|bê|ti,abêti,3,
785,a|bê|ties,abêties,3,
786,a|bê|tir,abêtir,3,
787,a|bê|tis,abêtis,3,
788,a|bê|tis,abêtis,3,
789,a|bê|tis|sait,abêtissait,4,
790,a|bê|tis|se|ment,abêtissement,5,
791,a|bê|tit,abêtit,3,
792,a|bî|ma,abîma,3,
793,a|bî|mai,abîmai,3,
794,a|bî|maient,abîmaient,3,
795,a|bî|mait,abîmait,3,
796,a|bî|mant,abîmant,3,
800,a|bî|mer,abîmer,3,
801,a|bî|me|ra,abîmera,4,
802,a|bî|me|rai,abîmerai,4,
803,a|bî|me|rais,abîmerais,4,
804,a|bî|me|rait,abîmerait,4,
805,a|bî|me|ras,abîmeras,4,
806,a|bî|me|rez,abîmerez,4,
807,a|bî|me|ront,abîmeront,4,
810,a|bî|mez,abîmez,3,
811,a|bî|mions,abîmions,3,
812,a|bî|mons,abîmons,3,
813,a|bî|mé,abîmé,3,
814,a|bî|mée,abîmée,3,
815,a|bî|mées,abîmées,3,
816,a|bî|més,abîmés,3,
817,a|ca|bit,acabit,3,
818,a|ca|bits,acabits,3,
819,a|ca|cia,acacia,3,
820,a|ca|cias,acacias,3,
821,a|ca|dien,acadien,3,
822,a|ca|dien,acadien,3,
824,a|ca|diens,acadiens,3,
825,a|ca|dé|mi|cien,académicien,5,
826,a|ca|dé|mi|ciens,académiciens,5,
827,a|ca|dé|mie,académie,4,
828,a|ca|dé|mies,académies,4,
830,a|ca|dé|mi|que|ment,académiquement,6,
833,a|ca|dé|mi|sé,académisé,5,
834,a|ca|gnar|dai,acagnardai,4,
835,a|ca|gnar|dait,acagnardait,4,
836,a|ca|gnar|der,acagnarder,4,
837,a|ca|gnar|dé,acagnardé,4,
838,a|ca|gnar|dée,acagnardée,4,
839,a|ca|jou,acajou,3,
840,a|ca|jou,acajou,3,
841,a|ca|jous,acajous,3,
844,a|ca|riens,acariens,3,
847,ac|ca|bla,accabla,3,
848,ac|ca|blai,accablai,3,
849,ac|ca|blaient,accablaient,3,
850,ac|ca|blais,accablais,3,
851,ac|ca|blait,accablait,3,
852,ac|ca|blant,accablant,3,
853,ac|ca|blant,accablant,3,
856,ac|ca|blants,accablants,3,
858,ac|ca|ble|ment,accablement,4,
859,ac|ca|ble|ments,accablements,4,
861,ac|ca|bler,accabler,3,
862,ac|ca|ble|raient,accableraient,4,
863,ac|ca|blez,accablez,3,
865,ac|ca|blât,accablât,3,
867,ac|ca|blé,accablé,3,
868,ac|ca|blé,accablé,3,
869,ac|ca|blée,accablée,3,
870,ac|ca|blée,accablée,3,
871,ac|ca|blées,accablées,3,
872,ac|ca|blées,accablées,3,
873,ac|ca|blés,accablés,3,
874,ac|ca|blés,accablés,3,
875,ac|cal|mie,accalmie,3,
876,ac|cal|mies,accalmies,3,
877,ac|cal|mit,accalmit,3,
878,ac|ca|pa|ra,accapara,4,
879,ac|ca|pa|raient,accaparaient,4,
880,ac|ca|pa|rait,accaparait,4,
881,ac|ca|pa|rant,accaparant,4,
882,ac|ca|pa|rant,accaparant,4,
885,ac|ca|pa|rer,accaparer,4,
886,ac|ca|pa|re|rait,accaparerait,5,
887,ac|ca|pa|reur,accapareur,4,
888,ac|ca|pa|rez,accaparez,4,
889,ac|ca|pa|ré,accaparé,4,
890,ac|ca|pa|rée,accaparée,4,
891,ac|ca|pa|rées,accaparées,4,
892,ac|ca|pa|rés,accaparés,4,
895,ac|ce|le|ran|do,accelerando,5,
896,ac|cent,accent,2,
898,ac|cents,accents,2,
899,ac|cen|tua,accentua,3,
900,ac|cen|tuai,accentuai,3,
901,ac|cen|tuaient,accentuaient,3,
902,ac|cen|tuais,accentuais,3,
903,ac|cen|tuait,accentuait,3,
904,ac|cen|tuant,accentuant,3,
905,ac|cen|tua|tion,accentuation,4,
906,ac|cen|tue,accentue,3,
907,ac|cen|tuent,accentuent,3,
908,ac|cen|tuer,accentuer,3,
909,ac|cen|tue|rait,accentuerait,4,
911,ac|cen|tuât,accentuât,3,
913,ac|cen|tué,accentué,3,
914,ac|cen|tué,accentué,3,
915,ac|cen|tuée,accentuée,3,
916,ac|cen|tuée,accentuée,3,
917,ac|cen|tuées,accentuées,3,
918,ac|cen|tuées,accentuées,3,
919,ac|cen|tués,accentués,3,
920,ac|cen|tués,accentués,3,
921,ac|cep|ta,accepta,3,
924,ac|cep|tai,acceptai,3,
925,ac|cep|taient,acceptaient,3,
926,ac|cep|tais,acceptais,3,
927,ac|cep|tait,acceptait,3,
928,ac|cep|tant,acceptant,3,
929,ac|cep|tant,acceptant,3,
932,ac|cep|ta|tion,acceptation,4,
933,ac|cep|ta|tions,acceptations,4,
936,ac|cep|ter,accepter,3,
937,ac|cep|te|ra,acceptera,4,
938,ac|cep|te|rai,accepterai,4,
939,ac|cep|te|raient,accepteraient,4,
940,ac|cep|te|rais,accepterais,4,
941,ac|cep|te|rait,accepterait,4,
942,ac|cep|te|ras,accepteras,4,
943,ac|cep|te|rez,accepterez,4,
944,ac|cep|te|riez,accepteriez,4,
945,ac|cep|te|rions,accepterions,4,
946,ac|cep|te|rons,accepterons,4,
947,ac|cep|te|ront,accepteront,4,
949,ac|cep|tez,acceptez,3,
950,ac|cep|tiez,acceptiez,3,
951,ac|cep|tion,acception,3,
952,ac|cep|tions,acceptions,3,
953,ac|cep|tions,acceptions,3,
954,ac|cep|tons,acceptons,3,
956,ac|cep|tât,acceptât,3,
958,ac|cep|té,accepté,3,
959,ac|cep|tée,acceptée,3,
960,ac|cep|tées,acceptées,3,
961,ac|cep|tés,acceptés,3,
962,ac|ces|seurs,accesseurs,3,
963,ac|ces|si|bi|li|té,accessibilité,6,
966,ac|ces|sion,accession,3,
967,ac|ces|sit,accessit,3,
970,ac|ces|soi|re|ment,accessoirement,5,
974,ac|ces|soi|ri|ser,accessoiriser,5,
977,ac|ci|dent,accident,3,
979,ac|ci|den|tel,accidentel,4,
981,ac|ci|den|tel|le|ment,accidentellement,6,
983,ac|ci|den|tels,accidentels,4,
985,ac|ci|dents,accidents,3,
986,ac|ci|den|té,accidenté,4,
987,ac|ci|den|té,accidenté,4,
988,ac|ci|den|té,accidenté,4,
989,ac|ci|den|tée,accidentée,4,
990,ac|ci|den|tée,accidentée,4,
991,ac|ci|den|tée,accidentée,4,
992,ac|ci|den|tées,accidentées,4,
993,ac|ci|den|tés,accidentés,4,
994,ac|ci|den|tés,accidentés,4,
995,ac|cla|ma,acclama,3,
996,ac|cla|maient,acclamaient,3,
997,ac|cla|mait,acclamait,3,
998,ac|cla|mant,acclamant,3,
999,ac|cla|ma|tion,acclamation,4,
1000,ac|cla|ma|tions,acclamations,4,
1003,ac|cla|mer,acclamer,3,
