,syllables,normalized_text,n_syls,n_syls_SonoriPy
61621,gei|gne|ments,geignements,3,
61623,gei|gnez,geignez,2,
61624,gei|gnit,geignit,2,
61627,geins,geins,1,
61628,geint,geint,1,
61629,gei|sha,geisha,2,
61630,gei|shas,geishas,2,
61631,gel,gel,1,
61632,ge|la,gela,2,
61633,ge|laient,gelaient,2,
61634,ge|lais,gelais,2,
61635,ge|lait,gelait,2,
61636,ge|lant,gelant,2,
61637,ge|ler,geler,2,
61638,ge|lez,gelez,2,
61641,ge|lons,gelons,2,
61642,gels,gels,1,
61645,ge|lât,gelât,2,
61646,ge|lé,gelé,2,
61647,ge|lé,gelé,2,
61648,ge|lée,gelée,2,
61649,ge|lée,gelée,2,
61650,ge|lées,gelées,2,
61651,ge|lées,gelées,2,
61652,ge|lés,gelés,2,
61653,ge|lés,gelés,2,
61661,gen|dar|me|rie,gendarmerie,4,
61662,gen|dar|me|ries,gendarmeries,4,
61668,ge|ne|vois,genevois,3,
61669,ge|ne|vois,genevois,3,
61675,ge|nou,genou,2,
61678,ge|noux,genoux,2,
61681,gen|reux,genreux,2,
61682,gens,gens,1,
61683,gent,gent,1,
61690,gen|til,gentil,2,
61691,gen|til,gentil,2,
61700,gen|til|let,gentillet,3,
61701,gen|til|lets,gentillets,3,
61703,gen|tils,gentils,2,
61704,gen|tils,gentils,2,
61706,gen|ti|ment,gentiment,3,
61707,gent|le|man,gentleman,3,
61709,gent|le|men,gentlemen,3,
61711,gen|try,gentry,2,
61712,gents,gents,1,
61716,ge|nêt,genêt,2,
61718,ge|nêts,genêts,2,
61719,ger|ba,gerba,2,
61720,ger|baient,gerbaient,2,
61721,ger|bais,gerbais,2,
61722,ger|bait,gerbait,2,
61723,ger|bant,gerbant,2,
61727,ger|ber,gerber,2,
61728,ger|be|rais,gerberais,3,
61729,ger|be|ras,gerberas,3,
61734,ger|bier,gerbier,2,
61740,ger|bé,gerbé,2,
61741,ger|bée,gerbée,2,
61742,ger|bées,gerbées,2,
61743,ger|bés,gerbés,2,
61746,ger|cer,gercer,2,
61749,ger|cé,gercé,2,
61750,ger|cée,gercée,2,
61751,ger|cées,gercées,2,
61752,ger|cés,gercés,2,
61754,ger|fauts,gerfauts,2,
61755,ger|ma,germa,2,
61756,ger|maient,germaient,2,
61757,ger|main,germain,2,
61760,ger|mains,germains,2,
61761,ger|mains,germains,2,
61762,ger|mait,germait,2,
61770,ger|ma|ni|té,germanité,4,
61771,ger|ma|nium,germanium,3,
61779,ger|ma|no|phi|lie,germanophilie,5,
61781,ger|mant,germant,2,
61784,ger|men,germen,2,
61786,ger|mer,germer,2,
61787,ger|me|ra,germera,3,
61788,ger|me|rait,germerait,3,
61790,ger|mi|nal,germinal,3,
61791,ger|mi|nal,germinal,3,
61793,ger|mi|na|tion,germination,4,
61794,ger|mi|na|tions,germinations,4,
61795,ger|mé,germé,2,
61796,ger|mé,germé,2,
61797,ger|mée,germée,2,
61798,ger|mée,germée,2,
61799,ger|mées,germées,2,
61800,ger|mées,germées,2,
61801,ger|ris,gerris,2,
61802,ger|çait,gerçait,2,
61805,ges|ta|po,gestapo,3,
61806,ges|ta|tion,gestation,3,
61807,ges|ta|tions,gestations,3,
61810,ges|ti|cu|la,gesticula,4,
61811,ges|ti|cu|lai,gesticulai,4,
61812,ges|ti|cu|laient,gesticulaient,4,
61813,ges|ti|cu|lais,gesticulais,4,
61814,ges|ti|cu|lait,gesticulait,4,
61815,ges|ti|cu|lant,gesticulant,4,
61816,ges|ti|cu|lant,gesticulant,4,
61819,ges|ti|cu|lants,gesticulants,4,
61820,ges|ti|cu|la|teurs,gesticulateurs,5,
61821,ges|ti|cu|la|tion,gesticulation,5,
61822,ges|ti|cu|la|tions,gesticulations,5,
61826,ges|ti|cu|ler,gesticuler,4,
61828,ges|ti|cu|lé,gesticulé,4,
61829,ges|tion,gestion,2,
61834,ges|tuel,gestuel,2,
61837,gey|ser,geyser,2,
61838,gey|sers,geysers,2,
61841,geô|lier,geôlier,2,
61842,geô|liers,geôliers,2,
61846,ghet|to,ghetto,2,
61847,ghet|tos,ghettos,2,
61849,gi,gi,1,
61853,gib|beux,gibbeux,2,
61854,gib|bon,gibbon,2,
61855,gib|bons,gibbons,2,
61856,gib|bo|si|té,gibbosité,4,
61859,gi|be|let,gibelet,3,
61860,gi|be|lin,gibelin,3,
61862,gi|be|lins,gibelins,3,
61867,gi|bet,gibet,2,
61868,gi|bets,gibets,2,
61869,gi|bier,gibier,2,
61870,gi|biers,gibiers,2,
61871,gi|bou|lée,giboulée,3,
61872,gi|bou|lées,giboulées,3,
61873,gi|boyeu|se,giboyeuse,3,
61874,gi|boyeu|ses,giboyeuses,3,
61876,gi|bus,gibus,2,
61877,gi|cla,gicla,2,
61878,gi|claient,giclaient,2,
61879,gi|clais,giclais,2,
61880,gi|clait,giclait,2,
61881,gi|clant,giclant,2,
61883,gi|cle|ment,giclement,3,
61884,gi|cle|ments,giclements,3,
61886,gi|cler,gicler,2,
61887,gi|cle|ra,giclera,3,
61888,gi|cle|ront,gicleront,3,
61890,gi|cleur,gicleur,2,
61891,gi|clez,giclez,2,
61893,gi|clé,giclé,2,
61894,gi|clée,giclée,2,
61895,gi|clée,giclée,2,
61896,gi|clées,giclées,2,
61897,gi|dien,gidien,2,
61901,gi|fla,gifla,2,
61902,gi|flai,giflai,2,
61903,gi|flaient,giflaient,2,
61904,gi|flais,giflais,2,
61905,gi|flait,giflait,2,
61906,gi|flant,giflant,2,
61910,gi|fler,gifler,2,
61911,gi|fle|ra,giflera,3,
61912,gi|fle|rai,giflerai,3,
61913,gi|fle|rais,giflerais,3,
61914,gi|fle|rait,giflerait,3,
61918,gi|flez,giflez,2,
61919,gi|flât,giflât,2,
61920,gi|flé,giflé,2,
61921,gi|flée,giflée,2,
61922,gi|flées,giflées,2,
61923,gi|flés,giflés,2,
61924,gifts,gifts,1,
61926,gi|ga,giga,2,
61927,gi|ga|bits,gigabits,3,
61928,gi|ga|hertz,gigahertz,3,
61933,gi|gan|to|ma|chie,gigantomachie,5,
61934,gi|ga|oc|tets,gigaoctets,4,
61935,gi|gas,gigas,2,
61939,gi|go|lo,gigolo,3,
61940,gi|go|los,gigolos,3,
61943,gi|got,gigot,2,
61944,gi|go|ta,gigota,3,
61945,gi|go|taient,gigotaient,3,
61946,gi|go|tait,gigotait,3,
61947,gi|go|tant,gigotant,3,
61949,gi|go|te|ments,gigotements,4,
61951,gi|go|ter,gigoter,3,
61953,gi|go|tez,gigotez,3,
61954,gi|gots,gigots,2,
61959,gi|let,gilet,2,
61961,gi|lets,gilets,2,
61965,gin,gin,1,
61973,gink|go,ginkgo,2,
61974,gins,gins,1,
61975,gin|seng,ginseng,2,
61976,gio|co|so,giocoso,3,
61979,gi|ra|feau,girafeau,3,
61985,gi|ra|tion,giration,3,
61986,gi|ra|tions,girations,3,
61991,gi|rer,girer,2,
61993,gi|rie,girie,2,
61994,gi|ries,giries,2,
61995,girl,girl,1,
61998,girls,girls,1,
62002,gi|ro|flée,giroflée,3,
62003,gi|ro|flées,giroflées,3,
62006,gi|ron,giron,2,
62007,gi|rond,girond,2,
62010,gi|ron|din,girondin,3,
62011,gi|ron|din,girondin,3,
62014,gi|ron|dins,girondins,3,
62016,gi|rouet|tait,girouettait,3,
62017,gi|rouet|tant,girouettant,3,
62020,gis,gis,1,
62021,gi|saient,gisaient,2,
62022,gi|sais,gisais,2,
62023,gi|sait,gisait,2,
62024,gi|sant,gisant,2,
62025,gi|sant,gisant,2,
62026,gi|sant,gisant,2,
62029,gi|sants,gisants,2,
62030,gi|se|ment,gisement,3,
62031,gi|se|ments,gisements,3,
62033,gi|sions,gisions,2,
62036,gi|tan,gitan,2,
62037,gi|tan,gitan,2,
62042,gi|tans,gitans,2,
62043,gi|tans,gitans,2,
62044,gi|ton,giton,2,
62045,gi|tons,gitons,2,
62047,gi|vrait,givrait,2,
62050,gi|vrer,givrer,2,
62052,gi|vré,givré,2,
62053,gi|vré,givré,2,
62054,gi|vrée,givrée,2,
62055,gi|vrée,givrée,2,
62056,gi|vrées,givrées,2,
62057,gi|vrées,givrées,2,
62058,gi|vrés,givrés,2,
62059,gi|vrés,givrés,2,
62067,gla|cer,glacer,2,
62068,gla|ce|ra,glacera,3,
62069,gla|ce|ront,glaceront,3,
62072,gla|cez,glacez,2,
62075,gla|cial,glacial,2,
62077,gla|cia|le|ment,glacialement,4,
62079,gla|cials,glacials,2,
62080,gla|cia|tion,glaciation,3,
62081,gla|cia|tions,glaciations,3,
62082,gla|ciaux,glaciaux,2,
62083,gla|cier,glacier,2,
62084,gla|ciers,glaciers,2,
62086,gla|cis,glacis,2,
62090,gla|cé,glacé,2,
62091,gla|cé,glacé,2,
62092,gla|cée,glacée,2,
62093,gla|cée,glacée,2,
62094,gla|cées,glacées,2,
62095,gla|cées,glacées,2,
62096,gla|cés,glacés,2,
62097,gla|cés,glacés,2,
62098,gla|dia|teur,gladiateur,3,
62099,gla|dia|teurs,gladiateurs,3,
62102,gla|gla|ter,glaglater,3,
62107,glai|reux,glaireux,2,
62112,glai|seux,glaiseux,2,
62115,gla|mour,glamour,2,
62116,gla|na,glana,2,
62118,gla|naient,glanaient,2,
62119,gla|nais,glanais,2,
62120,gla|nait,glanait,2,
62121,gla|nant,glanant,2,
62122,gland,gland,1,
62124,glan|dais,glandais,2,
62125,glan|dait,glandait,2,
62129,glan|der,glander,2,
62132,glan|deur,glandeur,2,
62133,glan|deurs,glandeurs,2,
62134,glan|dez,glandez,2,
62135,glan|diez,glandiez,2,
62138,glan|dil|leux,glandilleux,3,
62139,glan|dons,glandons,2,
62140,glan|douil|lant,glandouillant,3,
62142,glan|douil|ler,glandouiller,3,
62143,glan|douil|leur,glandouilleur,3,
62144,glan|douil|lez,glandouillez,3,
62145,glan|douil|lé,glandouillé,3,
62147,glan|du,glandu,2,
62151,glan|dus,glandus,2,
62152,glan|dé,glandé,2,
62156,gla|ner,glaner,2,
62160,gla|nez,glanez,2,
62162,gla|né,glané,2,
62163,gla|née,glanée,2,
62164,gla|nées,glanées,2,
62165,gla|nés,glanés,2,
62166,gla|pi,glapi,2,
62167,gla|pie,glapie,2,
62168,gla|pir,glapir,2,
62170,gla|pis|saient,glapissaient,3,
62171,gla|pis|sait,glapissait,3,
62172,gla|pis|sant,glapissant,3,
62173,gla|pis|sant,glapissant,3,
62176,gla|pis|sants,glapissants,3,
62177,gla|pis|se|ment,glapissement,4,
62178,gla|pis|se|ments,glapissements,4,
62180,gla|pis|seurs,glapisseurs,3,
62181,gla|pis|sions,glapissions,3,
62182,gla|pit,glapit,2,
62184,glas,glas,1,
62185,glas|nost,glasnost,2,
62186,glass,glass,1,
62192,gla|viot,glaviot,2,
62193,gla|vio|taient,glaviotaient,3,
62194,gla|vio|tait,glaviotait,3,
62195,gla|vio|tant,glaviotant,3,
62197,gla|vio|ter,glavioter,3,
62198,gla|vio|teurs,glavioteurs,3,
62199,gla|viots,glaviots,2,
62201,gla|ça,glaça,2,
62204,gla|çaient,glaçaient,2,
62205,gla|çais,glaçais,2,
62206,gla|çait,glaçait,2,
62207,gla|çant,glaçant,2,
62208,gla|çant,glaçant,2,
62210,gla|çon,glaçon,2,
62211,gla|çons,glaçons,2,
62212,gla|çons,glaçons,2,
62219,glio|me,gliome,2,
62220,glis|sa,glissa,2,
62223,glis|sai,glissai,2,
62224,glis|saient,glissaient,2,
62225,glis|sais,glissais,2,
62226,glis|sait,glissait,2,
62227,glis|san|di,glissandi,3,
62228,glis|san|do,glissando,3,
62229,glis|san|dos,glissandos,3,
62230,glis|sant,glissant,2,
62231,glis|sant,glissant,2,
62234,glis|sants,glissants,2,
62238,glis|se|ment,glissement,3,
62239,glis|se|ments,glissements,3,
62241,glis|ser,glisser,2,
62242,glis|se|ra,glissera,3,
62243,glis|se|rai,glisserai,3,
62244,glis|se|raient,glisseraient,3,
62245,glis|se|rais,glisserais,3,
62246,glis|se|rait,glisserait,3,
62247,glis|se|rez,glisserez,3,
62248,glis|se|riez,glisseriez,3,
62249,glis|se|rons,glisserons,3,
62250,glis|se|ront,glisseront,3,
62253,glis|sez,glissez,2,
62254,glis|sions,glissions,2,
62258,glis|sons,glissons,2,
62260,glis|sât,glissât,2,
62262,glis|sé,glissé,2,
62263,glis|sée,glissée,2,
62264,glis|sées,glissées,2,
62265,glis|sés,glissés,2,
62266,glo|bal,global,2,
62268,glo|ba|le|ment,globalement,4,
62269,glo|ba|li|sa|tion,globalisation,5,
62271,glo|ba|li|té,globalité,4,
62272,glo|baux,globaux,2,
62282,glo|bu|leux,globuleux,3,
62284,glo|cken|spiel,glockenspiel,3,
62288,glop,glop,1,
62289,glo|ria,gloria,2,
62294,glo|rieu|se|ment,glorieusement,4,
62297,glo|rieux,glorieux,2,
62298,glo|ri|fia,glorifia,3,
62299,glo|ri|fiaient,glorifiaient,3,
62300,glo|ri|fiait,glorifiait,3,
62301,glo|ri|fiant,glorifiant,3,
62302,glo|ri|fi|ca|tion,glorification,5,
62303,glo|ri|fie,glorifie,3,
62304,glo|ri|fient,glorifient,3,
62305,glo|ri|fier,glorifier,3,
62306,glo|ri|fiez,glorifiez,3,
62307,glo|ri|fions,glorifions,3,
62308,glo|ri|fié,glorifié,3,
62309,glo|ri|fiées,glorifiées,3,
62310,glo|ri|fiés,glorifiés,3,
62312,glo|saient,glosaient,2,
62315,glo|ser,gloser,2,
62318,glos|sa|teurs,glossateurs,3,
62320,glo|sé,glosé,2,
62321,glo|sées,glosées,2,
62324,glou|glou,glouglou,2,
62325,glou|glous,glouglous,2,
62326,glou|glou|tait,glougloutait,3,
62327,glou|glou|tant,glougloutant,3,
62329,glou|glou|te|ment,glougloutement,4,
62330,glou|glou|ter,glouglouter,3,
62331,glous|sa,gloussa,2,
62332,glous|saient,gloussaient,2,
62333,glous|sait,gloussait,2,
62334,glous|sant,gloussant,2,
62335,glous|sant,gloussant,2,
62338,glous|sants,gloussants,2,
62340,glous|se|ment,gloussement,3,
62341,glous|se|ments,gloussements,3,
62343,glous|ser,glousser,2,
62344,glous|se|rait,glousserait,3,
62345,glous|sez,gloussez,2,
62347,glous|sé,gloussé,2,
62348,glou|ton,glouton,2,
62349,glou|ton,glouton,2,
62350,glou|ton|nant,gloutonnant,3,
62353,glou|ton|ne|ment,gloutonnement,4,
62354,glou|ton|ne|rie,gloutonnerie,4,
62355,glou|tons,gloutons,2,
62356,glou|tons,gloutons,2,
62358,glu,glu,1,
62361,gluan|te,gluante,2,
62362,gluan|tes,gluantes,2,
62369,glue,glue,1,
62370,gluent,gluent,1,
62372,glus,glus,1,
62374,glu|ten,gluten,2,
62379,gly|cé|mie,glycémie,3,
62389,gna|fron,gnafron,2,
62390,gna|frons,gnafrons,2,
62391,gna|gna|gna,gnagnagna,3,
62392,gnan|gnan,gnangnan,2,
62393,gnard,gnard,1,
62397,gniard,gniard,1,
62399,gniouf,gniouf,1,
62400,gnoc|chi,gnocchi,2,
62401,gnoc|chis,gnocchis,2,
62407,gnon,gnon,1,
62408,gnons,gnons,1,
62415,gnou,gnou,1,
62416,gnouf,gnouf,1,
62417,gnous,gnous,1,
62419,go,go,1,
62420,goal,goal,1,
62421,goals,goals,1,
62422,go|ba,goba,2,
62425,go|baient,gobaient,2,
62426,go|bais,gobais,2,
62427,go|bait,gobait,2,
62428,go|bant,gobant,2,
62431,go|be|let,gobelet,3,
62432,go|be|lets,gobelets,3,
62433,go|be|lin,gobelin,3,
62434,go|be|lins,gobelins,3,
62437,go|ber,gober,2,
62438,go|be|ra,gobera,3,
62439,go|be|raient,goberaient,3,
62440,go|be|rait,goberait,3,
62442,go|ber|geait,gobergeait,3,
62444,go|ber|ger,goberger,3,
62445,go|ber|gez,gobergez,3,
62446,go|ber|gé,gobergé,3,
62447,go|be|ront,goberont,3,
62449,go|bet,gobet,2,
62450,go|bets,gobets,2,
62453,go|beurs,gobeurs,2,
62455,go|bez,gobez,2,
62456,go|bions,gobions,2,
62458,go|bé,gobé,2,
62459,go|bée,gobée,2,
62460,go|bées,gobées,2,
62461,go|bés,gobés,2,
62462,go|da,goda,2,
62464,go|dail|le|ra,godaillera,4,
62466,go|dait,godait,2,
62467,go|dant,godant,2,
62474,go|de|lu|reau,godelureau,4,
62475,go|de|lu|reaux,godelureaux,4,
62476,go|de|mi|ché,godemiché,4,
62477,go|de|mi|chés,godemichés,4,
62479,go|der,goder,2,
62480,go|de|ras,goderas,3,
62482,go|det,godet,2,
62483,go|dets,godets,2,
62488,go|dil|lais,godillais,3,
62489,go|dil|lait,godillait,3,
62490,go|dil|lant,godillant,3,
62493,go|dil|ler,godiller,3,
62495,go|dil|leur,godilleur,3,
62496,go|dil|lot,godillot,3,
62497,go|dil|lots,godillots,3,
62498,go|dil|lé,godillé,3,
62499,go|dron|nés,godronnés,3,
62500,go|drons,godrons,2,
62502,go|go,gogo,2,
62503,go|gol,gogol,2,
62504,go|gols,gogols,2,
62505,go|gos,gogos,2,
62507,go|gue|nard,goguenard,3,
62508,go|gue|nar|da,goguenarda,4,
62513,go|gue|nots,goguenots,3,
62517,goin|fraient,goinfraient,2,
62518,goin|frait,goinfrait,2,
62523,goin|frer,goinfrer,2,
62524,goin|fre|ras,goinfreras,3,
62525,goin|fre|rie,goinfrerie,3,
62529,goin|frez,goinfrez,2,
62530,goin|fré,goinfré,2,
62531,goin|frée,goinfrée,2,
62532,goin|frés,goinfrés,2,
62535,goi|treux,goitreux,2,
62536,goi|treux,goitreux,2,
62537,gold,gold,1,
62538,gol|den,golden,2,
62539,gol|dens,goldens,2,
62540,gol|do,goldo,2,
62541,gol|dos,goldos,2,
62542,go|lem,golem,2,
62543,golf,golf,1,
62547,gol|feur,golfeur,2,
62548,gol|feurs,golfeurs,2,
62554,gom|bo,gombo,2,
62555,gom|bos,gombos,2,
62556,go|mi|na,gomina,3,
62557,go|mi|ner,gominer,3,
62558,go|mi|né,gominé,3,
62559,go|mi|née,gominée,3,
62560,go|mi|nées,gominées,3,
62561,go|mi|nés,gominés,3,
62562,gom|ma,gomma,2,
62564,gom|mait,gommait,2,
62565,gom|mant,gommant,2,
62569,gom|mer,gommer,2,
62570,gom|me|rait,gommerait,3,
62575,gom|meux,gommeux,2,
62576,gom|meux,gommeux,2,
62577,gom|mier,gommier,2,
62578,gom|miers,gommiers,2,
62579,gom|mé,gommé,2,
62580,gom|mé,gommé,2,
62581,gom|mée,gommée,2,
62582,gom|mée,gommée,2,
62583,gom|mées,gommées,2,
62584,gom|mées,gommées,2,
62585,gom|més,gommés,2,
62586,go|mé|nol,goménol,3,
62587,go|mé|no|lée,goménolée,4,
62588,gon,gon,1,
62594,gond,gond,1,
62597,gon|do|laient,gondolaient,3,
62598,gon|do|lais,gondolais,3,
62599,gon|do|lait,gondolait,3,
62600,gon|do|lant,gondolant,3,
62601,gon|do|lant,gondolant,3,
62604,gon|do|le|ment,gondolement,4,
62606,gon|do|ler,gondoler,3,
62607,gon|do|le|ra,gondolera,4,
62609,gon|do|lier,gondolier,3,
62610,gon|do|liers,gondoliers,3,
62613,gon|do|lé,gondolé,3,
62614,gon|do|lé,gondolé,3,
62615,gon|do|lée,gondolée,3,
62616,gon|do|lée,gondolée,3,
62617,gon|do|lées,gondolées,3,
62618,gon|do|lées,gondolées,3,
62619,gon|do|lés,gondolés,3,
62620,gon|do|lés,gondolés,3,
62624,gon|fa|lon,gonfalon,3,
62625,gon|fa|lo|niers,gonfaloniers,4,
62626,gon|fa|lons,gonfalons,3,
62627,gon|fa|non,gonfanon,3,
62628,gon|fa|nons,gonfanons,3,
62629,gon|fla,gonfla,2,
62633,gon|flaient,gonflaient,2,
62634,gon|flais,gonflais,2,
62635,gon|flait,gonflait,2,
62636,gon|flant,gonflant,2,
62637,gon|flant,gonflant,2,
62640,gon|flants,gonflants,2,
62643,gon|fle|ment,gonflement,3,
62644,gon|fle|ments,gonflements,3,
62646,gon|fler,gonfler,2,
62647,gon|fle|ra,gonflera,3,
62648,gon|fle|rait,gonflerait,3,
62652,gon|fleur,gonfleur,2,
62653,gon|flez,gonflez,2,
62655,gon|flé,gonflé,2,
62656,gon|flé,gonflé,2,
62657,gon|flée,gonflée,2,
62658,gon|flée,gonflée,2,
62659,gon|flées,gonflées,2,
62660,gon|flées,gonflées,2,
62661,gon|flés,gonflés,2,
62662,gon|flés,gonflés,2,
62663,gong,gong,1,
62671,go|nor|rhée,gonorrhée,3,
62676,go|pak,gopak,2,
62679,gor|dien,gordien,2,
62680,gor|diens,gordiens,2,
62683,go|ret,goret,2,
62684,go|rets,gorets,2,
62688,gor|gea,gorgea,2,
62689,gor|geai,gorgeai,2,
62690,gor|geaient,gorgeaient,2,
62691,gor|geais,gorgeais,2,
62692,gor|geait,gorgeait,2,
62693,gor|geant,gorgeant,2,
62695,gor|geon,gorgeon,2,
62696,gor|geons,gorgeons,2,
62697,gor|geons,gorgeons,2,
62698,gor|ger,gorger,2,
62700,gor|ge|rin,gorgerin,3,
62703,gor|get,gorget,2,
62704,gor|gez,gorgez,2,
62706,gor|gon|zo|la,gorgonzola,4,
62708,gor|gé,gorgé,2,
62709,gor|gé,gorgé,2,
62710,gor|gée,gorgée,2,
62711,gor|gée,gorgée,2,
62712,gor|gées,gorgées,2,
62713,gor|gées,gorgées,2,
62714,gor|gés,gorgés,2,
62715,gor|gés,gorgés,2,
62718,go|sier,gosier,2,
62719,go|siers,gosiers,2,
62720,gos|pel,gospel,2,
62721,gos|plan,gosplan,2,
62727,go|tha,gotha,2,
62728,go|thas,gothas,2,
62734,go|ton,goton,2,
62737,goua|chez,gouachez,2,
62738,gouail|la,gouailla,2,
62741,gouail|leur,gouailleur,2,
62742,gouail|leurs,gouailleurs,2,
62745,gouail|lé,gouaillé,2,
62751,gou|da,gouda,2,
62752,gou|dou,goudou,2,
62753,gou|dous,goudous,2,
62754,gou|dron,goudron,2,
62757,gou|dron|ner,goudronner,3,
62758,gou|dron|neux,goudronneux,3,
62759,gou|dron|nez,goudronnez,3,
62760,gou|dron|né,goudronné,3,
62761,gou|dron|né,goudronné,3,
62762,gou|dron|née,goudronnée,3,
62763,gou|dron|née,goudronnée,3,
62764,gou|dron|nées,goudronnées,3,
62765,gou|dron|nés,goudronnés,3,
62766,gou|drons,goudrons,2,
62767,gouet,gouet,1,
62772,gou|gna|fier,gougnafier,3,
62773,gou|gna|fiers,gougnafiers,3,
62782,gou|jat,goujat,2,
62783,gou|ja|te|rie,goujaterie,4,
62784,gou|jats,goujats,2,
62785,gou|jon,goujon,2,
62786,gou|jons,goujons,2,
62790,gou|lag,goulag,2,
62795,gou|let,goulet,2,
62798,gou|lot,goulot,2,
62799,gou|lots,goulots,2,
62801,gou|lu,goulu,2,
62802,gou|lu,goulu,2,
62803,gou|lue,goulue,2,
62804,gou|lues,goulues,2,
62805,gou|lues,goulues,2,
62806,gou|lus,goulus,2,
62807,gou|lus,goulus,2,
62808,gou|lée,goulée,2,
62809,gou|lées,goulées,2,
62810,gou|lû|ment,goulûment,3,
62811,goum,goum,1,
62812,gou|mi,goumi,2,
62813,gou|mier,goumier,2,
62814,gou|miers,goumiers,2,
62816,gou|pil,goupil,2,
62817,gou|pil|lait,goupillait,3,
62820,gou|pil|ler,goupiller,3,
62823,gou|pil|lon,goupillon,3,
62824,gou|pil|lons,goupillons,3,
62825,gou|pil|lé,goupillé,3,
62826,gou|pil|lée,goupillée,3,
62827,gour,gour,1,
62828,gou|ra,goura,2,
62829,gou|raient,gouraient,2,
62830,gou|rais,gourais,2,
62831,gou|rait,gourait,2,
62834,gour|bi,gourbi,2,
62835,gour|bis,gourbis,2,
62836,gourd,gourd,1,
62842,gour|din,gourdin,2,
62843,gour|dins,gourdins,2,
62847,gou|rer,gourer,2,
62848,gou|re|rait,gourerait,3,
62850,gou|rez,gourez,2,
62853,gour|mand,gourmand,2,
62854,gour|mand,gourmand,2,
62855,gour|man|dai,gourmandai,3,
62856,gour|man|dais,gourmandais,3,
62857,gour|man|dait,gourmandait,3,
62858,gour|man|dant,gourmandant,3,
62862,gour|man|de|ment,gourmandement,4,
62864,gour|man|der,gourmander,3,
62873,gour|met,gourmet,2,
62874,gour|mets,gourmets,2,
62877,gour|mé,gourmé,2,
62878,gour|mé,gourmé,2,
62879,gour|mée,gourmée,2,
62880,gour|més,gourmés,2,
62881,gou|rou,gourou,2,
62882,gou|rous,gourous,2,
62883,gours,gours,1,
62884,gou|ré,gouré,2,
62885,gou|rée,gourée,2,
62886,gou|rées,gourées,2,
62887,gou|rés,gourés,2,
62890,gous|set,gousset,2,
62891,gous|sets,goussets,2,
62892,gout|tait,gouttait,2,
62893,gout|tant,gouttant,2,
62897,gout|te|laient,gouttelaient,3,
62898,gout|te|lait,gouttelait,3,
62901,gout|ter,goutter,2,
62902,gout|te|ra,gouttera,3,
62903,gout|te|rais,goutterais,3,
62904,gout|te|reau,gouttereau,3,
62905,gout|te|reaux,gouttereaux,3,
62911,gout|teux,goutteux,2,
62912,gout|teux,goutteux,2,
62916,gou|ver|naient,gouvernaient,3,
62917,gou|ver|nail,gouvernail,3,
62918,gou|ver|nails,gouvernails,3,
62919,gou|ver|nait,gouvernait,3,
62921,gou|ver|nant,gouvernant,3,
62922,gou|ver|nant,gouvernant,3,
62923,gou|ver|nant,gouvernant,3,
62926,gou|ver|nants,gouvernants,3,
62927,gou|ver|nants,gouvernants,3,
62930,gou|ver|ne|ment,gouvernement,4,
62931,gou|ver|ne|men|tal,gouvernemental,5,
62934,gou|ver|ne|men|taux,gouvernementaux,5,
62935,gou|ver|ne|ments,gouvernements,4,
62937,gou|ver|ner,gouverner,3,
62938,gou|ver|ne|ra,gouvernera,4,
62939,gou|ver|ne|rai,gouvernerai,4,
62940,gou|ver|ne|rait,gouvernerait,4,
62941,gou|ver|ne|ras,gouverneras,4,
62942,gou|ver|ne|rez,gouvernerez,4,
62943,gou|ver|ne|rons,gouvernerons,4,
62944,gou|ver|ne|ront,gouverneront,4,
62947,gou|ver|neur,gouverneur,3,
62948,gou|ver|neurs,gouverneurs,3,
62949,gou|ver|nez,gouvernez,3,
62950,gou|ver|niez,gouverniez,3,
62952,gou|ver|no|rats,gouvernorats,4,
62953,gou|ver|nât,gouvernât,3,
62954,gou|ver|né,gouverné,3,
62955,gou|ver|née,gouvernée,3,
62956,gou|ver|nés,gouvernés,3,
62957,gou|ver|nés,gouvernés,3,
62959,goy,goy,1,
62960,goy,goy,1,
62961,goya|ve,goyave,2,
62962,goyes|que,goyesque,2,
62963,goyes|ques,goyesques,2,
62965,goé|land|s,goélands,3,
62966,goé|let|te,goélette,3,
62967,goé|let|tes,goélettes,3,
62971,goût,goût,1,
62972,goû|ta,goûta,2,
62974,goû|tai,goûtai,2,
62975,goû|taient,goûtaient,2,
62976,goû|tais,goûtais,2,
62977,goû|tait,goûtait,2,
62978,goû|tant,goûtant,2,
62981,goû|ter,goûter,2,
62982,goû|ter,goûter,2,
62983,goû|te|ra,goûtera,3,
62984,goû|te|rai,goûterai,3,
62985,goû|te|rais,goûterais,3,
62986,goû|te|rait,goûterait,3,
62987,goû|te|ras,goûteras,3,
62988,goû|te|rez,goûterez,3,
62989,goû|te|rons,goûterons,3,
62990,goû|te|ront,goûteront,3,
62991,goû|ters,goûters,2,
62993,goû|teur,goûteur,2,
62997,goû|teux,goûteux,2,
62998,goû|tez,goûtez,2,
62999,goû|tiez,goûtiez,2,
63000,goû|tions,goûtions,2,
63001,goû|tons,goûtons,2,
63002,goûts,goûts,1,
63005,goû|té,goûté,2,
63006,goû|tée,goûtée,2,
63007,goû|tées,goûtées,2,
63008,goû|tés,goûtés,2,
63009,graal,graal,1,
63010,gra|bat,grabat,2,
63015,gra|bats,grabats,2,
63018,gra|cia,gracia,2,
